file_name,text,source,split,video,start,end,duration,ocr_score,ocr_recall,ocr_text,avg_logprob,no_speech_prob,reject_reason
clips/7615629414516247815_000007.wav,Нема да ни треба донација од Европска Унија.,silver,train,7615629414516247815.mp4,18.92,21.92,3.0,36,1.0,ХОРИ зон TEЛMA мноГУ ПоБРзо ке Се реконструйраат студентските домови. ХОРИ 3оH TEЛMA Нема да ни требаат донации од Европската униjа. ХОРИ 3оH ТEЛMA Нема да ни требаат такви нас донации,-0.168,0.0,
clips/7615629414516247815_000008.wav,Нема да ни треба такви нас донација.,silver,train,7615629414516247815.mp4,22.04,23.86,1.82,40,1.0,"ХОРИ 3оH ТEЛMA Нема да ни требаат такви нас донации ХОРИ 3оH TEЛMA Ние дефинитивно, значи околу четиринаесет до петнаесет милиони евра",-0.168,0.0,
clips/7615629414516247815_000009.wav,"Ние дефинитивно, значит, околу 14 до 15 милиони евра се вложуваат",silver,train,7615629414516247815.mp4,23.86,29.04,5.18,45,1.0,"ХОРИ 3оH ТEЛМA Нема да ни требаат такви нас донации. ХОРИ 3оH TEЛMA Ние дефинитивно, значи околу четиринаесет до петнаесет милиони евра ХОРИ 3оH ТEЛМA се вложуваат секој пат во СТУДЕНТСКИ ОБРОК.",-0.241,0.004,
clips/7615629414516247815_000010.wav,секој пат во студенцки оброк. Тоа се пари кои што наистина,silver,train,7615629414516247815.mp4,29.04,34.72,5.68,50,0.78,"ХОРИ 3оH ТEЛMA се вложуваат секој пат во СТУДЕНТСКИ ОБРОК. ХОРИ 3OH ТЕЛМA ХОРИ 3OH ТEЛМA Тоа се пари коишто навистина можат да се искористат за многу работи. Но,",-0.241,0.004,
clips/7615629414516247815_000011.wav,"можат да се искористат за многу работи. Но, сепак, јас не сметам",silver,train,7615629414516247815.mp4,34.72,39.66,4.94,52,1.0,"ХОРИ 3OH ТEЛМA Тоа се пари коишто навистина а можат да се искористат за многу работи. Но, ХОРИ зоH ТEЛMA сепак, јас не сметам дека е студенти не треба да земат студентски оброк",-0.241,0.004,
clips/7615629414516247815_000012.wav,дека сите студенти не треба да заемаат студенцки оброк,silver,train,7615629414516247815.mp4,39.66,42.38,2.72,52,0.86,"ХОРИ 3оH ТEЛMA сепак, јас не сметам дека е студенти не треба да земат студентски оброк ХОРИ зон ТEЛМA или дека не треба да им се нокачи",-0.241,0.004,
clips/7615629414516247815_000013.wav,или дека не треба да им се покачи.,silver,train,7615629414516247815.mp4,42.38,44.48,2.1,27,1.0,"ХОРИ 3оH ТEЛMA сепак, јас не сметам дека сите студенти не треба да земат студентски оброк ХОРИ зон ТEЛМA или дека не треба да им се нокачи ХОРИ 3оH ТEЛМA Ама имаме социјални категории КОИШТО навистина",-0.241,0.004,
clips/7615629414516247815_000014.wav,Ама имаме социјални категории кои што наистина,silver,train,7615629414516247815.mp4,44.52,46.82,2.3,42,0.71,ХОРИ зон TEЛMA или дека негреба даим се нокачи ХОРИ 3оH ТEЛМA Ама имаме социјални категории КОИШТО навистина ХОРИ 3OH TEЛMA тој студенТски оброк ке го користат за оброк.,-0.241,0.004,
clips/7615629414516247815_000015.wav,този студенцки оброк ќе го користат за оброк.,silver,train,7615629414516247815.mp4,46.82,49.02,2.2,37,0.8,ХОРИ 3оH ТEЛМA Ама имаме социјални категории КОИШТО навистина ХОРИ 3OH TEЛMA тој студенТски оброк ке го користат за оброк. ХОРИ 3OH ТEЛМA Нема да го користат за други работи,-0.241,0.004,
clips/7615629414516247815_000016.wav,Нема да го користат за други работи.,gold,train,7615629414516247815.mp4,49.14,50.86,1.72,82,1.0,ХОРИ 3OH ТEЛМA Нема да го користат за други работи,-0.241,0.004,
clips/7620163994858392840_000000.wav,"Денеска се одеме на Исаро, да дај ги гледачи. Денеска е 22. март, ден на пролета и на овај ден, за сите ние кои што сме од Штип е празник, води дошов одеме на Исаро.",silver,train,7620163994858392840.mp4,0.0,11.04,11.04,38,0.36,Штипскиот празник Четрсе AX АЕНЕСКА Штипскиот празник Четрсе A ИСАРОТ Штипскиот празник A Четрсе ГЛЕДАЧИ Штипскиот празник Четрсе A Задржитука Запобрзо 22РИ Штипскиот празник Четрсе Задржи тука Запобрзо MAPT Штипскиот празник Четрсе Задржитука Запобрзо ПРОЛЕТТА Задржитука Запобрзо HИE ШТО AX HA erb QUALIT PREMIUM,-0.232,0.0,
clips/7620163994858392840_000001.wav,"Значи вака, има неколку теории што се праве на овај ден.",silver,train,7620163994858392840.mp4,15.88,18.76,2.88,36,0.22,ЗНАЧИ AX BAKA ТЕОРИИ AX OBOJ ТРЕBА,-0.232,0.0,
clips/7620163994858392840_000002.wav,"Треба да се искачеш најгоре на Исаро, значи на врво на Исаро и затоа што има 40 скали за 40 маченици.",silver,train,7620163994858392840.mp4,18.98,29.18,10.2,41,0.33,AX OBOJ ТРЕBА HAJ ИСАРО И A ЧЕТИРИЕСЕТ 3A ЧЕТИРИЕСЕТТЕ A ИМА,-0.232,0.0,
clips/7620163994858392840_000003.wav,"И сега има различни теории што се браја нели на овај ден, меѓу кој едната теорија, тоа е теоријата која јас јас ја правив кога беше мала, поздравуваш се со 40 машки нагоре, нели како се качуваш кој Сарок, се поздравуваш со 39 машки и 40-иот треба да го бациш, значи не се поздравиш најнормално, туку го бациш, сакаш симпатијата.",silver,train,7620163994858392840.mp4,29.18,54.02,24.84,46,0.29,A ИМА ШТО OBOJ ЕДНАТА ТЕОРИJА ТЕOРИЈАTА ПРАВЕВ ЧЕТИРИЕСЕТ A МАШКИ/ЖЕНСКИ КОГА ПОЗДРАВУВАШ ЧЕТИРИЕСЕТ ОДНОСНО МАШКИ ЧЕТИРИЕСЕТТИОТ A A ПОЗДРАВЕШ AK A СИМПАТИЈАТА ЛУГЕ,-0.205,0.404,
clips/7620163994858392840_000004.wav,и многу луѓе ќуваш си во тај кој што ти ја 40 и тоа е за твојата симпатија сак што ти симпатија тие 40.,silver,train,7620163994858392840.mp4,54.02,63.06,9.04,42,0.15,ЛУГЕ AR AX ЧЕТИРИЕСЕТТИ И AX A СИМПАТИЛА ЧЕТИРИЕСЕТТИ A ТЕОРИЛА,-0.229,0.205,
clips/7620163994858392840_000005.wav,"Едната теорија, теоријато кој што јас ќе правам, друга теорија е да се качеш горе на брво и фрлеш горе од брво 40 каменчинја",silver,train,7620163994858392840.mp4,63.64,72.28,8.64,47,0.31,ЧЕТИРИЕСЕТТИ A ТЕОРИЛА A КОЛАШТО HI ТЕОРИJА ДА BPBOT ОДГОРЕ ЧЕТИРИЕСЕТ КАМЕНЧИЬА ЧЕТИРИЕСЕТТОТО,-0.229,0.205,
clips/7620163994858392840_000006.wav,"и 40-тото каменче не го фрлеш, туку си го зачуваш и си домислиш желба, си го ставиш каменчето под перницата",silver,train,7620163994858392840.mp4,72.28,80.86,8.58,50,0.36,КАМЕНЧИЬА ЧЕТИРИЕСЕТТОТО ФРЛЕШ ЗАМИСЛУВАШ AX СТАВИШ AX ПЕРНИЦАТА AX И,-0.229,0.205,
clips/7620163994858392840_000007.wav,"и таа желба да се исполне. И на мене стварно ми се ми исполнеа се таа желба, не знам дали е конфиденција,",silver,train,7620163994858392840.mp4,80.86,86.78,5.92,47,0.55,AX ПЕРНИЦАТА AX И A ЖЕЛБА A MEHE ИСПОЛНЕТО L КОИНЦИДЕНЦИЛА АЛИ,-0.281,0.325,
clips/7620163994858392840_000008.wav,"али, това, сигурно сум дека има и многу други теории, еве може да компутирате луѓе кои што се очетират,",silver,train,7620163994858392840.mp4,86.86,93.22,6.36,41,0.19,КОИНЦИДЕНЦИЛА АЛИ AX TOA МНОГУ МОЖАТ ЛУГЕ КОИ AX АЛИ Aog,-0.281,0.325,
clips/7620163994858392840_000009.wav,"али, ајде да ви покажам како изгледа у ствари овај ден и како изгледа патот кон врване и савро.",silver,train,7620163994858392840.mp4,94.26,100.92,6.66,44,0.29,АЛИ Aog AX ПОКАЖАМ AX УСТВАРИ KAKO AX ПАТОТ AX KOH AX HA AX ИСАРОТ,-0.281,0.325,
,Let's go!,rejected,,7620163994858392840.mp4,101.92,102.44,0.52,0,0.0,,-0.281,0.325,too short
clips/7620163994858392840_000011.wav,"Поред некоја година, тук нека да имаше... Продава се пелинја.",silver,train,7620163994858392840.mp4,118.12,123.58,5.46,57,0.5,ПРЕД ФОДИНА ИМАШЕ ПРОДАВАА ПИЛИНЬА,-0.336,0.345,
clips/7620163994858392840_000012.wav,Тоа беше една и единствена година која ќе ја виде дека се во стари продава пелинја.,silver,train,7620163994858392840.mp4,125.54,129.64,4.1,25,0.0,EДНА КОГА AX НИЛИЊА,-0.336,0.345,
clips/7620163994858392840_000013.wav,Надејам се дека и оваа година ќе се продава джим и сега ќе си купам и ќе го изчувам.,silver,train,7620163994858392840.mp4,132.1,135.78,3.68,31,0.33,ДЕКА ФОДИНА AX KE ИСЧУВАМ,-0.336,0.345,
clips/7620163994858392840_000014.wav,Произгледа и е многу угарничева.,silver,train,7620163994858392840.mp4,142.2,144.18,1.98,33,0.33,МНОГУ 3HAЧИ,-0.336,0.345,
clips/7620163994858392840_000015.wav,и од таму нека да почнуват скалите и е напето.,gold,train,7620163994858392840.mp4,144.18,151.76,7.58,76,0.8,3HAЧИ ПОЧНУВААТ НЕКАДЕ СКАЛИТЕ A НАПЕТО,-0.421,0.739,
clips/7620163994858392840_000016.wav,"Да се напето физички, астораните се ополучките.",silver,train,7620163994858392840.mp4,152.4,155.0,2.6,41,0.25,A НАПЕТО ИСЦРПУВАЧКИ A РАЗМИСЛУВАМ ПРАВИЛЕ,-0.421,0.739,
clips/7620163994858392840_000017.wav,Ако размислам како сме го правиле ово како маѓу.,silver,train,7620163994858392840.mp4,155.02,157.14,2.12,54,0.25,A РАЗМИСЛУВАМ ПРАВИЛЕ 5УЛЕ,-0.421,0.739,
clips/7620163994858392840_000018.wav,"Едно кај не знам дали знаеш, ама штипе цели овака",silver,train,7620163994858392840.mp4,161.93,164.75,2.82,48,0.22,ИНАКУ ЗНАЕШ ЦЕЛИОТ 1A УГОРНИЦА,-0.421,0.739,
,"во горница, во горница, во горница,",rejected,,7620163994858392840.mp4,164.75,166.57,1.82,0,0.0,,-0.421,0.739,repetitive
clips/7620163994858392840_000020.wav,"и заради тоа не е толку препараќливо,",silver,train,7620163994858392840.mp4,166.79,169.67,2.88,46,0.25,ДОЛНИЦА ПРЕПОРАЧЛИВО,-0.421,0.739,
clips/7620163994858392840_000021.wav,мислам не е препараќливо.,silver,train,7620163994858392840.mp4,170.49,171.81,1.32,23,0.0,E AX ВОЗИШ,-0.421,0.739,
clips/7620163994858392840_000022.wav,"Не можеш да возиш точок,",silver,train,7620163994858392840.mp4,171.89,172.95,1.06,28,0.33,E AX ВОЗИШ A,-0.421,0.739,
clips/7620163994858392840_000023.wav,"Пример да градско превозно средстват и да точак, не може заради тоа што е многу горничево и долничево.",silver,train,7620163994858392840.mp4,174.07,181.93,7.86,45,0.42,ПРИМЕР ГРАДСКО СРЕДСТВО ВЕЛОСИПЕД HE ШТО УДОЛНИЧЕВО,-0.232,0.099,
clips/7620163994858392840_000024.wav,И после некоја време стигме да го шукаеме црквата.,silver,train,7620163994858392840.mp4,184.39,188.27,3.88,50,0.33,ПОСЛЕ СТИГНУВАШ KAJ ЦРКВАТА,-0.232,0.099,
clips/7620163994858392840_000025.wav,"Свети Архангел Михаил, мислам дека се вика и на факултет.",silver,train,7620163994858392840.mp4,189.43,193.65,4.22,55,0.43,АРХАНГЕЛ ДЕКА 76 ФАКУЛТЕТ,-0.232,0.099,
clips/7620163994858392840_000026.wav,"Професорката по историја на Македонија, значи душата ни ја извади за овие цркви кои што биле градени во овај период.",silver,train,7620163994858392840.mp4,195.29,204.04,8.75,59,0.43,ПРОФЕСОРКАТА МАКЕДОНИЈА ДУШАТА ИЗВАДИ ЦРКВИ ГРАДЕНИ ЦРКВА,-0.232,0.099,
clips/7620163994858392840_000027.wav,И оваа црква ми се поднана мене некој лопки уздан.,silver,train,7620163994858392840.mp4,204.14,207.08,2.94,34,0.14,ЦРКВА КОЛОКВИУМ,-0.382,0.201,
clips/7620163994858392840_000028.wav,Нека знам дека знае все.,silver,train,7620163994858392840.mp4,209.98,211.42,1.44,30,0.0,И CE ИМАСРЕКИЧКА,-0.382,0.201,
clips/7620163994858392840_000029.wav,Има срекичка.,silver,train,7620163994858392840.mp4,212.36,213.56,1.2,95,0.5,ИМАСРЕКИЧКА,-0.382,0.201,
clips/7620163994858392840_000030.wav,Многу скали.,silver,train,7620163994858392840.mp4,244.82,245.86,1.04,56,0.5,ПОСЛЕ МНОГУ СТИГНУВАШ,-0.382,0.201,
clips/7620163994858392840_000031.wav,Стигнеш некаде во средината.,silver,train,7620163994858392840.mp4,246.08,248.5,2.42,75,0.33,СТИГНУВАШ НЕKAДE СРЕДИНАТА,-0.382,0.201,
clips/7620163994858392840_000032.wav,"И имаш, исто така, некои какво тескички, окей.",silver,train,7620163994858392840.mp4,248.93,254.05,5.12,38,0.0,СРЕДИНАТА TAKA ТЕЗГИЧКИ ФИ,-0.382,0.201,
clips/7620163994858392840_000033.wav,И еве ги спомениците кои што се по број 40 за 40 маченици.,silver,train,7620163994858392840.mp4,254.09,260.61,6.52,59,0.33,ФИ СПОМЕНИЦИТЕ БРОЛ 3A МАЧЕНИЦИ,-0.382,0.201,
,Четири јас.,rejected,,7620163994858392840.mp4,303.11,303.89,0.78,0,0.0,,-0.658,0.497,too short
clips/7620163994858392840_000035.wav,Оваќи сега ќувам и треба да дземисам за оба.,silver,train,7620163994858392840.mp4,306.67,309.11,2.44,27,0.0,ЗАМИСЛАМ,-0.658,0.497,
clips/7630833456850799892_000000.wav,Има ли некој кој што прв ги гледа видејата која ќе ги измунтираш?,gold,train,7630833456850799892.mp4,0.0,3.06,3.06,70,1.0,3NH ИМА ЛИ НЕКОЖ КОЈ ШТО ПРВ ГИ ГЛЕДА ВИДЕАТА КОГА КЕ ГИ ИЗМОНТИРАШ ЗНАЧИЈАС КОГА МОНТИРАМ ВИДЕО,-0.261,0.0,
clips/7630833456850799892_000001.wav,"Јас, значи, аз кога ги мунтирам видеја, јас го гледам по сто пати, значи ќе го измунтирам, првиш не го оставам телефона или компјутерот, зависи.",gold,train,7630833456850799892.mp4,3.52,9.72,6.2,77,0.88,ЗНАЧИЈАС КОГА МОНТИРАМ ВИДЕО ЈАС ГО ГЛЕДАМ ПО СТО ПАТИ ЗНАЧИ КЕ ГО ИЗМОНТИРАМ ПРВИЧНО КЕ ГО ОСТАВАМ ТЕЛЕФОНОТ ИЛИ КОМПЈУТЕРОТ ЗАВИСИ ПОСЛЕ СААТ ВРЕМЕ ПОВТОРНО ГО,-0.261,0.0,
clips/7630833456850799892_000002.wav,"После саат време, повторно го отварам, гледам дали ми фали нешто и вообишто на децата, со моите деца, кои што, нели Бабаружи и ФНУЦите,",gold,train,7630833456850799892.mp4,10.02,19.02,9.0,63,0.67,ПОСЛЕ СААТ ВРЕМЕ ПОВТОРНО ГО OTBAPAM ГЛЕДАМ ДАЛИ МИ ФАЛИ НЕШТО ИВООБИЧАЕНО НАДЕЦАТА СО МОИТЕ ДЕЦА КОИ ШТОНЕЛИ БАБА РОЖЕИВНУЦИТЕ ВСУШНОСТ-ТИЕ СЕ И ВНУЦИТЕИКОИ МИ ПОМАГАТИ ЗНААТ,-0.261,0.0,
clips/7630833456850799892_000003.wav,"во сочност тие се и фнуците, кои ми помагаат и знаат по неква што критика да дадат, иако се мали.",gold,train,7630833456850799892.mp4,19.02,24.52,5.5,58,0.58,РОЖЕИВНУЦИТЕ ВСУШНОСТ-ТИЕ СЕ И ВНУЦИТЕИКОИ МИ ПОМАГАТИ ЗНААТ ПОНЕКОГАШ И КРИТИКА ДА ДАДАТ ИАКО СЕМАЛИ ИH РЕАЛНО ДА,-0.289,0.035,
,Реално да.,rejected,,7630833456850799892.mp4,24.98,25.52,0.54,0,0.0,,-0.289,0.035,too short
,Колку имаат?,rejected,,7630833456850799892.mp4,25.52,26.08,0.56,0,0.0,,-0.289,0.035,too short
clips/7630833456850799892_000006.wav,Единааесет и седом.,gold,train,7630833456850799892.mp4,27.66,28.92,1.26,82,1.0,AAA ЕДИНАЕСЕТ И СЕДУМ,-0.289,0.035,
clips/7630833456850799892_000007.wav,Кој повеќе ти помага? Или двајцата се вклучене?,gold,train,7630833456850799892.mp4,29.82,32.62,2.8,73,0.83,КОЖ КОЖ ПОВЕКЕ ТИ ПОМАГА ИЛИ И ДВАЈЦАТА СЕ ВКЛУЧЕНИ И ДВАЈЦАТА ПОМАГАТ,-0.289,0.035,
clips/7630833456850799892_000008.wav,"И двајцата помага, да, реално и двајцата помага.",gold,train,7630833456850799892.mp4,32.8,35.64,2.84,64,1.0,ДВАЈЦАТА СЕ ВКЛУЧЕНИ И ДВАЈЦАТА ПОМАГАТ ДА РЕАЛНО ИДВАЈЦАТА ПОМАГАТИМОРАМ ДА КАЖАМ ДЕКА РАБОТАТ,-0.289,0.035,
clips/7630833456850799892_000009.wav,"И морам да кажам дека работат, они буквално работат за мене за хонорар.",gold,train,7630833456850799892.mp4,35.7,39.2,3.5,77,0.89,ПОМАГАТИМОРАМ ДА КАЖАМ ДЕКА РАБОТАТ ОНИ БУКВАЛНО РАБОТАТЗА МЕНЕ ЗА ЗАХОНОРАР,-0.289,0.035,
clips/7630833456850799892_000010.wav,"За хонорар? Да, тоа ми кажа која се слушавме.",gold,train,7630833456850799892.mp4,39.36,42.1,2.74,78,0.8,ДА ТОА МИ КАЖА И КОГА СЕ СЛУШНАВМЕ ИМАТ ХОНОРАР ДОБРО КОЛКАВ,-0.289,0.035,
clips/7630833456850799892_000011.wav,Имаат хонорар и...,silver,train,7630833456850799892.mp4,42.14,43.38,1.24,54,1.0,ИМАТ ХОНОРАР ДОБРО КОЛКАВ ХОНОРАР,-0.289,0.035,
clips/7630833456850799892_000012.wav,"Добро го, како хонорар. Договорене сте фикснал?",gold,train,7630833456850799892.mp4,43.38,45.42,2.04,73,0.67,ИМАТ ХОНОРАР ДОБРО КОЛКАВ ХОНОРАР ДОГОВОРЕНИ СТЕ ФИКСНО ИЛИ,-0.264,0.011,
clips/7630833456850799892_000013.wav,"Да, да, да. 500 денари и си купуваат глупости од маркет,",silver,train,7630833456850799892.mp4,45.42,51.02,5.6,48,0.8,ДОГОВОРЕНИ СТЕ ФИКСНО ИЛИ ПЕТСТОТИНИ ДЕНАРИ ИСИКУПУВААТ КАКОШТО ВИКААТ ГЛУПОСТИ ОД МАРКЕТ ЗНАЧИСОК И НЕШТО БЛАГО ИЛИ ЧИПС,-0.264,0.011,
clips/7630833456850799892_000014.wav,"значи соки и нешто, благо или чипс.",gold,train,7630833456850799892.mp4,51.06,53.1,2.04,66,0.67,ЗНАЧИСОК И НЕШТО БЛАГО ИЛИ ЧИПС ПА ТОЛКУЕ ЗА ПЕТСТОТИНА Магазин,-0.264,0.011,
clips/7630833456850799892_000015.wav,Па толку е за 500 денари денеска?,silver,train,7630833456850799892.mp4,53.5,55.82,2.32,46,0.75,ПА ТОЛКУЕ ЗА ПЕТСТОТИНА Магазин ДЕНАРИ ДЕНЕСКА Магазин ПЛУС ПЛУС ПЕТСТОТИНА Магазин,-0.264,0.011,
clips/7630833456850799892_000016.wav,"Плус 500 денари, тоа е хранарина.",silver,train,7630833456850799892.mp4,56.02,58.16,2.14,45,0.4,ПЛУС ПЛУС ПЕТСТОТИНА Магазин ДЕНАРИ,-0.264,0.011,
clips/7630833456850799892_000017.wav,"Чекай сега. 500 денари е хранарина, плус...",gold,train,7630833456850799892.mp4,59.34,62.1,2.76,58,0.83,ЧЕКАЈ СЕГА ПЕТСТОТИНАДЕНАРИ Е ХРАНАРИНА ПЛУС ПЕТСТОТИНА ДЕНАРИ СИ ЕХОНОРАР,-0.264,0.011,
clips/7630833456850799892_000018.wav,"Не, 500 денари си е хонораро.",silver,train,7630833456850799892.mp4,62.1,63.74,1.64,44,0.67,ХРАНАРИНА ПЛУС ПЕТСТОТИНА ДЕНАРИ СИ ЕХОНОРАР ПЛУС ХРАНАРИНА,-0.264,0.011,
,Добро.,rejected,,7630833456850799892.mp4,63.84,64.18,0.34,0,0.0,,-0.264,0.011,too short
,Плус хранарина.,rejected,,7630833456850799892.mp4,64.28,65.08,0.8,0,0.0,,-0.264,0.011,too short
clips/7630833456850799892_000021.wav,"А, плус хранарина. Добро, хранарината не е вклучена.",gold,train,7630833456850799892.mp4,65.08,68.4,3.32,69,1.0,АПЛУС ХРАНАРИНА ДОБРО ХРАНАРИНАТА НЕ Е ВКЛУЧЕНА ХРАНАРИНАТА МОЖЕ И ПОВЕКЕОДХОНОРАР,-0.264,0.011,
clips/7630833456850799892_000022.wav,"Хранарината може и повеќе од хонорар, некојаш дочини.",silver,train,7630833456850799892.mp4,69.18,72.84,3.66,75,0.33,ХРАНАРИНАТА МОЖЕ И ПОВЕКЕОДХОНОРАР НЕКОГАШДАЧИНИ a3NH ДАДА,-0.264,0.011,
