file_name,transcription,split
clips/7635359970418101512_000029.wav,"Кажува дека има како седативно дејство некое или смирувало,",train
clips/7635359970418101512_000030.wav,ама оноа како не се препорачува да возиш кола.,train
clips/7651642155898785032_000007.wav,"Ако си како мене и цел ден се снимаш, сликаш, скролаш, пак се снимаш,",train
clips/7651642155898785032_000008.wav,што ова е делот што најмногу ке ти се допадне.,train
clips/7651642155898785032_000011.wav,"И уште нешто, ако го земеш до дваесет и осми јуни,",train
clips/7651642155898785032_000016.wav,"Не позирај, слободно движи се.",train
clips/7659733710522109202_000008.wav,"Чекај, ако не ќе им кажам дека сум инфлуенсерка.",train
clips/7671331711338253575_000002.wav,Абе земах од таа твојта книга да правам торта ти што си га праваш многу.,test
clips/7671331711338253575_000005.wav,Арно имах кафеен де.,test
clips/7671331711338253575_000006.wav,"Турих, пише к лажица, ваљда и она кафена се мисле, ама немам кафена лажица.",test
clips/7671331711338253575_000011.wav,"Земи проби тама, растрчки се ѕ кујната!",test
clips/7679118148963978517_000000.wav,Дата центрите се иднината на човештвото и владата ќе го превземе институционалниот ризик и ќе ги изгради.,train
clips/7679118148963978517_000002.wav,"вели премиерот Мицкоски. Македонија треба да одлучи дали сака да биде лидер во регионот или на дното,",train
clips/7679118148963978517_000003.wav,но од оваа индустрија владата нема да се откаже.,train
clips/7679118148963978517_000004.wav,"и тука сакам да кажам, дека они испраќаат пораки кои што се стари десет, петнаесет, дваесет години,има сосема поинакви начини на ладење, во зависност од намената на тие дата центри, дали тие ќе се користат за вештачка интелигенција или за други цели, но исто така сакам и една друга работа да ја кажам, која што досега многу малку се комуницира, ние во државата имаме дата центар,",train
clips/7679118148963978517_000005.wav,"Ние имаме дата центар во Прилеп, но тој дата центар е практично секундарен или дата центар кој што ние го нарекуваме рекавари дата центар.",train
clips/7679118148963978517_000006.wav,"Сега, секоја институција од сајбер напади се брани како знае и умее.",train
clips/7679118148963978517_000007.wav,"А потоа, тој примарен датацентар ќе го поврзиме со веќе постоечкиот секундарен дата центар,",train
clips/7679118148963978517_000008.wav,"кој што е во Прилепско, за да имаме заштита.",train
clips/7679118148963978517_000009.wav,"Ако не дај боже настане, би рекол, упад во системот на интероперабилност,",train
clips/7679118148963978517_000010.wav,да можеме преку секундарниот датацентар да ги заштитиме податоците.,train
clips/7679118148963978517_000011.wav,Од опозицијската сдсм велат дека немаат ништо против инвестиции,train
clips/7679118148963978517_000013.wav,"Но инвестициите мора да бидат во интерес на Македонија,",train
clips/7679118148963978517_000014.wav,а не ресурсите на Македонија да се стават во функција на туѓи профити.,train
clips/7679118148963978517_000015.wav,Мицкоски не кажува колку струја и колку вода ќе трошат дата центрите.,train
clips/7679118148963978517_000016.wav,Не кажува дека земјоделците може да немаат вода за нивите,train
clips/7679118148963978517_000017.wav,и дека граѓаните ќе плаќаат повисока цена за струјата.,train
clips/7679118148963978517_000018.wav,"Македонија нема ресурси за експерименти зад затворени врати,",train
clips/7679118148963978517_000019.wav,особено не со водата.,train
clips/7679118148963978517_000022.wav,Власта планира огромни потрошувачки на вода без да ги објави,train
clips/7679118148963978517_000023.wav,основните анализи. Истото важи и за струјата.,train
clips/7679118148963978517_000024.wav,Македонија нема стабилен енергетски систем за Мицкоски однапред,train
clips/7679118148963978517_000025.wav,да ветува државни ресурси без јавноста да знае колку ке чини тоа,train
clips/7679118148963978517_000027.wav,"туку опасно коцкање со водата, струјата и земјата на граѓаните,",train
clips/7679118148963978517_000029.wav,Премиерот вчера соопшти дека веќе се преговара со пет до шест потенцијални инвеститори,train
clips/7679118148963978517_000030.wav,за изградба на дата центри во Македонија.,train
clips/7679484792164912391_000000.wav,"Од 1. септември тргнува градскиот воз, од Зелениково до Централната железничка станица во Скопје.",train
clips/7679484792164912391_000001.wav,"Возовите ке се обраќаат 8 пати дневно во двата правци, а ќе се патува околу 25 минути.",train
clips/7679484792164912391_000007.wav,додека повратниот билет ке чини 70.,train
clips/7679484792164912391_000008.wav,"За редовните патници ке има и месечен билет,",train
clips/7679484792164912391_000010.wav,"Нашите и технички екипи се спремни,",train
clips/7679484792164912391_000011.wav,"гарнитурите ќе бидат спремни за првата фаза,",train
clips/7679484792164912391_000012.wav,"така да главниот фокус ќе го постигнеме, а тоа е да од први да се почне со првата фаза на градски воз",train
clips/7679484792164912391_000013.wav,"и пред се главниот фокус кон помладите, односно кон средношколците, студентите и слично.",train
clips/7679484792164912391_000014.wav,Кошутиќ вели дека го разгледувале и возниот ред на ЈСП за автобусите и ги усогласиле двете врски.,train
clips/7679484792164912391_000015.wav,"Целта е ако некој со воз пристигне на Железничка и треба да продолжи со автобус или обратно, да нема долго чекање.",train
clips/7679484792164912391_000016.wav,Направивме и возен ред со ЈСП така да нема отстапување повеќе од плус-минус пет минути.,train
clips/7679484792164912391_000018.wav,Мислам дека дека има интерес.,train
clips/7679484792164912391_000024.wav,"Зашто да не, ќе биде.",train
clips/7679484792164912391_000031.wav,Додека третата ке се протега од Железничка,train
clips/7679484792164912391_000032.wav,"преку Скопје север, Ѓорче Петров до Волково.",train
clips/7679768664425450753_000000.wav,Ми бараат мала палачинка.,train
clips/7679768664425450753_000002.wav,"Еве, зошто веќе не правиме сецкани палачинки?",train
clips/7679768664425450753_000005.wav,"Можеа да јадат палачинки додека пешачат, додека возат кола.",train
clips/7679768664425450753_000006.wav,Секогаш и тогаш се појавија експертите.,train
clips/7679768664425450753_000009.wav,И сега луѓето се лутат. Не сме сакале да ги сецкаме.,train
clips/7679768664425450753_000011.wav,"И така, решивме од 1 сетември сецкани палачинки,",train
clips/7679768664425450753_000012.wav,повторно достапни во сите наши локации.,train
clips/7620163994858392840_000000.wav,"Денеска се оде на Исаро, драги гледачи, денеска е дваесет и втори Март, ден на пролетта и на овај ден, за сите ние кои што сме од Штип е празник, заради тоа шо одеме на Исаро.",train
clips/7620163994858392840_000001.wav,"Значи вака, има неколку теории што се праве на овај ден.",train
clips/7620163994858392840_000002.wav,"Треба да се искачеш најгоре на Исаро, значи на врво на Исаро и затоа што има 40 скали за 40 маченици.",train
clips/7620163994858392840_000003.wav,"И сега има различни теории што се праве нели на овај ден,",train
clips/7620163994858392840_000004.wav,"меѓу кој едната теорија, тоа е теоријата која јас јас ја правив ког",train
clips/7620163994858392840_000005.wav,"а беше мала, поздравуваш се со 40 машки нагоре, нели како се качува",train
clips/7620163994858392840_000006.wav,"и 40-тото каменче не го фрлеш, туку си го зачуваш и си замислеш желба,си го ставиш каменчето под перницата",train
clips/7620163994858392840_000007.wav,"и таа желба да се исполне. И на мене стварно ми се има исполнето таа желба, не знам дали е коинциденција.",train
clips/7620163994858392840_000008.wav,"али, сигурна сум дека има и многу други теории, еве можат да коментират луѓе кои што се од Штип,",train
clips/7620163994858392840_000009.wav,али ајде да ви покажам како изгледа уствари овај ден и како изгледа патот кон врвот на исарот.,train
clips/7620163994858392840_000011.wav,"Пред некоја година, тука некаде имаше.. Продаваа се пилиња.",train
clips/7620163994858392840_000012.wav,Тоа беше една и единствена година каде што јас виде дека се уствари продаваат пилиња.,train
clips/7620163994858392840_000013.wav,Надевам се дека и оваа година ќе се продава жими се ќе си купам и ќе го исчувам.,train
clips/7620163994858392840_000014.wav,Еве како изгледа и е многу угорничево.,train
clips/7620163994858392840_000016.wav,"Мислам напето, физички ставро е исцрпувачки.",train
clips/7620163994858392840_000017.wav,Ако размислам како сме го правиле ово како мали.,train
clips/7620163994858392840_000018.wav,"Инаку не знам дали знаеш,пример Штип е целио вака",train
clips/7620163994858392840_000020.wav,"и заради тоа не е толку препорачливо,",train
clips/7620163994858392840_000021.wav,"мислам не е препорачливо,",train
clips/7620163994858392840_000022.wav,"Не можеш да возиш точок,",train
clips/7620163994858392840_000023.wav,"Пример да градско превозно средство ти биде точок, не може заради тоа што е многу угорничево и удолничево.",train
clips/7620163994858392840_000024.wav,И после некое време стигнуваш кај црквата.,train
clips/7620163994858392840_000025.wav,"Свети Архангел Михаил, мислам дека се вика и на факултет.",train
clips/7620163994858392840_000026.wav,"Професорката по историја на Македонија, значи душата ни ја извади за овие цркви кои што биле градени во овај период.",train
clips/7620163994858392840_000027.wav,И оваа црква ми се падна на мене на колоквиум.,train
clips/7620163994858392840_000028.wav,Нормално дека знаев се.,train
clips/7620163994858392840_000029.wav,Има среќичка.,train
clips/7620163994858392840_000030.wav,Многу скали.,train
clips/7620163994858392840_000031.wav,Стигнеш некаде во средината.,train
clips/7620163994858392840_000032.wav,"И имаш, исто така некои како тезгички, океј",train
clips/7620163994858392840_000033.wav,И еве ги спомениците кои што се по број 40 за 40 маченици.,train
clips/7620163994858392840_000035.wav,Овоа ќе си го чувам и треба да си замислам желба.,train
clips/7630833456850799892_000011.wav,Имаат хонорар и...,train
clips/7630833456850799892_000013.wav,"Да, да, да. 500 денари и си купуваат глупости од маркет,",train
clips/7630833456850799892_000015.wav,Па толку е за 500 денари денеска?,train
clips/7630833456850799892_000016.wav,"Плус 500 денари, тоа е хранарина.",train
clips/7630833456850799892_000018.wav,"Не, 500 денари си е хонораро.",train
clips/7630833456850799892_000022.wav,"Хранарината може и повеќе од хонорар, некогаш да чини.",train
clips/7630833456850799892_000023.wav,"Да, да. И се мотивират и сакат, нели?",train
clips/7630833456850799892_000024.wav,Тоа е многу убаво.,train
clips/7630833456850799892_000025.wav,"Да ама ги прашувам, секогаш ги прашувам, нема тука ај да снимаме",train
clips/7630833456850799892_000026.wav,"Дали сакате да снимаме, може ќе го научиш ли тоа, значи по правило.",train
clips/7635359970418101512_000000.wav,"Што сум си купила од Египет, и ако случајно некоја што одеш за Египет, да знаеш што можеш да си купиш, значи ово е препорака од мене.",train
clips/7635359970418101512_000001.wav,"First things first, јас влезе у аптеката, прашав имате ли нешто за коса, некој oil, I don't know, препорачај ми, земи ми ги парите.",train
clips/7635359970418101512_000002.wav,"И он рече, овоа ти е добро, Amla Hair Serum, Snake Oil, 7 евро,овоа кошташе.",train
clips/7635359970418101512_000003.wav,"Следно нешто е млеко за тело, млеко од Камила. Исто така м",train
clips/7635359970418101512_000004.wav,"И еве го пакувањето, беше некаде околу 4,5 евра.",train
clips/7635359970418101512_000005.wav,"Парфем египетски, 25 евра и убаво мириса,ама отпосле сфатив дека требало некој нефертити парфем да го купам, а овај ми го правија посебно за мене, значи со ванила и дрво мириса.",train
clips/7635359970418101512_000006.wav,"Следно е оваа крема, исто така препорачате ми ја да си ја купам, значи египетска крема за болка која што е многу функционална. Овоа е мини пакување, значи постоат и поголеми пакувања, јас го купи минито и овоа кошташе 3 евра, мириса на ментол има некои ствари у него, гледаш еве се е 100 посто природно, It's fine.",train
clips/7635359970418101512_000007.wav,"Јас стави ask me a question на инстаграм и вие ми кажавте да си изнакупувам работи и еве сум јас, си ги купив.",train
clips/7635359970418101512_000008.wav,"Следно е ово, значи ово не е оил, туку е исто така крема, ама е од Black Seeds, значи исто имаше препореки да си купам оил од Black Seeds.",train
clips/7635359970418101512_000009.wav,"И ја мислеше дека сум си оил купила, ама овоа е крема.",train
clips/7635359970418101512_000010.wav,"Што ми продадат, јас кажам дај, тоа е мојата тактика.",train
clips/7635359970418101512_000011.wav,Ева како изгледа и мирише многу чудно.,train
clips/7635359970418101512_000014.wav,"Али у аптеката, ако улезеш, значи прво ти е наредено цел рафт,",train
clips/7635359970418101512_000015.wav,"вака елка со оваа паста, која што кошташе две евра.",train
clips/7635359970418101512_000020.wav,"Ајде да пробаме, јас се извињавам, нели мора се да се проба.",train
clips/7635359970418101512_000021.wav,"Ок, еве го стапчето.",train
clips/7635359970418101512_000025.wav,"Last but not least, што сум си купила и овоа е од тука и се вика",train
clips/7635359970418101512_000026.wav,"Blue Lotus Herbal Tea, чај од Блу Лотос, кој што ми кажаа да си го купам таму,",train
clips/7635359970418101512_000027.wav,"меѓутоа јас таму го бара и немаа го никаде, замисли.",train
clips/7635359970418101512_000028.wav,Actually бил забранет да се продава.,train
clips/7635359970418101512_000031.wav,"И евре го, 900 денара кошта, 30 грама.",train
clips/7635359970418101512_000032.wav,"Вечер ќе си направам, па ќе напишам во описто на видеото каков ефект има и дали ми се свиѓа.",train
clips/7635359970418101512_000033.wav,"И By the way, морам да кажам за тоа што нашиот водич не однесе на едно место, таму една забутана како стоковна куќа или whatever that is,",train
clips/7635359970418101512_000034.wav,"и внатре имаше се, значи од накит до сите овие работи, до креми, до чинијчки, украси, се живо,",train
clips/7635359970418101512_000035.wav,"и на се си ја пишуваше цената,пишува си ја цената на самио производ која е и таа е, сфаќаш.",train
clips/7635359970418101512_000036.wav,"Еве пишувам ја и таа у коментар, како се вика, можеш да ја најдеш на Google Maps.",train
clips/7635359970418101512_000037.wav,"Јас искрено би сакала пак да одам во Хургада, преубаво си поминаме.",train
clips/7638352073045576978_000000.wav,"Добро дојде во македонски тикток, пред две недели или нешто така, јас имав фотосесија и I was like, I have to be hot for this photoshoot и јас отиде да си купам некој сет за вежбање и најдов еден прекрасен сет од New Yorker.",train
clips/7638352073045576978_000001.wav,"by the way, јас немаше поима дека New Yorker има толку убави сетови за вежбање, што јас не бев свесна за тоа.",train
clips/7638352073045576978_000002.wav,До пред две недели и јас станав опседната со нивните сетови. Купи си го овај сет.,train
clips/7638352073045576978_000003.wav,"Гледај 500 денара, горен и долен дел вкупно.",train
clips/7638352073045576978_000004.wav,Значи по 799 денара е еден дел.,train
clips/7638352073045576978_000005.wav,И мене толку ногу ми се допаднаа што јас одлучив вчера,train
clips/7638352073045576978_000006.wav,да отидам и да си купам уште нешто.,train
clips/7638352073045576978_000007.wav,"Ја никогаш не сум била толку голем фан на Њујоркер,",train
clips/7638352073045576978_000008.wav,али нивните сетови за вежбање...,train
clips/7638352073045576978_000010.wav,Требаше малку мотивација за вежбање.,train
clips/7638352073045576978_000011.wav,"By the way, ако некогаш ти треба мотивација за вежбање,",train
clips/7638352073045576978_000012.wav,"You already know it, ама јас да те подсетам дека ако си купиш некој cute set ке се осеќаш поубаво,  you know, и ќе ти се вежба.",train
clips/7638352073045576978_000014.wav,"Пред да почнам да ти го покажувам сето, еве го,заради тоа",train
clips/7638352073045576978_000015.wav,"Исто така сум си купила од Њујоркер едни фармерки кои што јас ги меркав уште додека не беа на попуст и, арно ама одам вчера погоди колку пари беа.",train
clips/7638352073045576978_000016.wav,300 денара.,train
clips/7638352073045576978_000020.wav,"Гледаш дека е малку по-низок струкот, значи ја идеално би ги носила да речеме тука и да бидат малку стеснати,",train
clips/7638352073045576978_000021.wav,"али оке, оке, it's fine, затоа што има таков вајб, као, you know, не се замарам, значи, облече ги првите фармерки што ги фана у мојо шкаф и тоа беше тоа, сега што и да наметнам ми стое, сфаќаш тај вајб.",train
clips/7638352073045576978_000023.wav,"Знаеш кој тренд сакам да го направам со овие фармерки? Таа, it's in your eyes.",train
clips/7638352073045576978_000025.wav,"Поентата ми е, ако сакаш некој добар сет за вежбање и да не биде прескап, New Yorker is the place.",train
clips/7638352073045576978_000026.wav,"Искрено, едвај, чекам да вежбам у него.",train
clips/7638352073045576978_000027.wav,"Actually, сега ќе си пуштам на YouTube вежбички и ќе си повежбам, заради тоа што ми е кеиф, најискрено, да ти кажам.",train
clips/7638352073045576978_000028.wav,"Пиши у коментар дали ти се свиѓа и ако имаш да ми предложиш некое друго место за да си купам сетови, за да се мотивирам да вежбам до летото,",train
clips/7649371967849549077_000000.wav,"Стварно мене народот не ми,мислам стварно не сте ми јасни во чат.",test
clips/7649371967849549077_000001.wav,"Не се возите со воз, абе крш се возовите ние немаме пруга, гледај како е во Европа врврвр...",test
clips/7649371967849549077_000002.wav,"Ајде да направиме пруга, ама зашто да правиме пруга сега, тоа пруга ке се краде.",test
clips/7649371967849549077_000003.wav,"А работна акција е да ја правиме сите со мотиките пругата, а?",test
clips/7649371967849549077_000004.wav,"Ќе дојдете вие овдека у чатов да ја правиме пругата,",test
clips/7649371967849549077_000005.wav,Нема да дојдете. Само да се пљамба. Само да се куди нешто.,test
clips/7649371967849549077_000006.wav,"Кај што, као, например, преска го читам Лазаров, како што му правеле таму за донацијата што им ја правеа куќата на фамилијата таму.",test
clips/7649371967849549077_000007.wav,"Љубоморни луѓе, зашто на таа некоја фамилија им правиле куќа, не им ја правеле нивната?",test
clips/7649371967849549077_000008.wav,Не постои друга пичина зашто му пишувале и го пцуеле и го вреѓале Лазаров.,test
clips/7649371967849549077_000009.wav,"Не го вреѓале, љубоморни луѓе. Љубомора, злоба, завист.",test
clips/7649371967849549077_000010.wav,"Е сега зашто да ја прави ВМРО, требаше ЕСДЕС да ја прави.",test
clips/7649371969657294100_000000.wav,"Има еден случај, за кој што ми е тешко да зборам,",train
clips/7649371969657294100_000001.wav,"затоа што е многу трогателен случај,",train
clips/7649371969657294100_000002.wav,"а тој е случајот со момчето, чие што органи беа донирани",train
clips/7649371969657294100_000003.wav,"минатата недела, вечна му слава, загина во сообраќајна незгода.",train
clips/7649371969657294100_000004.wav,"Тој е младо дете, чие што семејство одлучило да ги донира",train
clips/7649371969657294100_000005.wav,неговите органи за да се спасат повеќе животи.,train
clips/7649371969657294100_000006.wav,"Наместо да му олесните на семејството,",train
clips/7649371969657294100_000007.wav,"зборам сега Министерството за Здравство,",train
clips/7649371969657294100_000008.wav,"АД, Бутел, МВР, обвинителство, дополнително ги ставате",train
clips/7649371969657294100_000009.wav,да поминуваат низ дополнителна голгота и ги изложувате,train
clips/7649371969657294100_000010.wav,дополнително на трошоци. Дарител на органи и неговото семејство,train
clips/7649371969657294100_000011.wav,"се ослободени од било какви давачки, по однос на погреби и така натаму.",train
clips/7649371969657294100_000012.wav,"За семејство кое што се одлучило на ваков потег,",train
clips/7649371969657294100_000013.wav,државата треба да има посебен третман.,train
clips/7649371969657294100_000014.wav,"Не, чекај не е завршен записникот, па ќе видиме, па ќе ова...",train
clips/7649371969657294100_000015.wav,"Увидот и записникот од Увид за ваков случај би требало да биде готов за 24 саати,",train
clips/7649371969657294100_000016.wav,а за 48 саати да биде поднесено обвинение.,train
clips/7649371969657294100_000017.wav,"Не да чекате дали ќе има врски, па дали ќе се јави тој некој на ова,",train
clips/7649371969657294100_000018.wav,"да не било некој врвр, па да фатите шема некој врски.",train
clips/7649371969657294100_000019.wav,"Не, тука нема врски.",train
clips/7649371969657294100_000020.wav,Испративме денес прашање до Министерството за внатрешни работи,train
clips/7649371969657294100_000021.wav,и до јавното обвинителство за овој случај до каде е.,train
clips/7649371969657294100_000022.wav,И да знаете дека ќе го следиме случајов од блиску.,train
clips/7649371969657294100_000023.wav,"Олеснете му на семејството, извадете ја правдата на виделина,",train
clips/7649371969657294100_000024.wav,"И еве еден апел до претседателката, на ова семејство",train
clips/7649371969657294100_000025.wav,"да му додели, можеби треба да му додели орден.",train
clips/7649371969657294100_000026.wav,Бидејќи е еден позитивен пример.,train
clips/7649371969657294100_000027.wav,Во целата трагедија е позитивен пример.,train
clips/7649371969657294100_000028.wav,Пет-шест животи мислам дека спаси.,train
clips/7649371969657294100_000030.wav,Пет-шест различни случаи.,train
clips/7649371969657294100_000031.wav,"Би требало, ако ништо, во најмала рака председателката",train
clips/7649371969657294100_000032.wav,"да се заложи, ако им треба контакт, ќе им го дадам контактот.",train
clips/7649371969657294100_000033.wav,едно признание државата да даде на ова семејство.,train
clips/7651642155898785032_000000.wav,Најлоша работа што можеш да кажеш на некој што сака добра слика е,train
clips/7651642155898785032_000001.wav,само застани и позирај.,train
clips/7651642155898785032_000002.wav,Затоа што сите знаеме дека најдобрите фотки никогаш не изгледат наместено.,train
clips/7651642155898785032_000003.wav,"Тие се случуваат додека се движиш, додека не мислиш на камерата.",train
clips/7651642155898785032_000004.wav,"Ете со новиот Шаоми 17, не ти е потребна совршена поза.",train
clips/7651642155898785032_000005.wav,"Ти треба само миг, што трае доволно кратко за да биде реален момент",train
clips/7651642155898785032_000006.wav,и камера доволно брзо за да го пати истиот.,train
clips/7651642155898785032_000009.wav,"Батеријата трае цел ден, така да не мора полначот",train
clips/7651642155898785032_000010.wav,да го носиш со себе секаде кај што ќе одиш.,train
clips/7651642155898785032_000012.wav,добиваш и подарок.,train
clips/7651642155898785032_000013.wav,"Значи, телефон што ги фаќа моментите",train
clips/7651642155898785032_000014.wav,и подарок што ги собира трошките после нив.,train
clips/7651642155898785032_000015.wav,Шејоми 17Т со лејка објективи.,train
clips/7659733710522109202_000000.wav,Сега ме носеш таму кај гуштерите да пијам кафе.,train
clips/7659733710522109202_000001.wav,Значи има добри ревјус на Гугл.,train
clips/7659733710522109202_000003.wav,Одеме у зу кафе.,train
clips/7659733710522109202_000004.wav,"Погодите, кој го нејде Зу Кафе? од нас двајца.",train
clips/7659733710522109202_000007.wav,види и маче спиe унтре.,train
clips/7659733710522109202_000009.wav,На секоја маса имаат нешто јас тоа сеа го сфана.,train
clips/7659733710522109202_000010.wav,Тука има гуштер.,train
clips/7671331711338253575_000000.wav,Ало Баба Ружо.,test
clips/7671331711338253575_000004.wav,"И саа, турих кафеен филџан пише. Млеко.",test
clips/7671331711338253575_000008.wav,"И саа, тука пише од око брашно.",test
clips/7671331711338253575_000009.wav,Коо ме е таа мерка од око брашно? Колку да турам?,test
clips/7671331711338253575_000010.wav,Ти мислеш така се станува домаќинка?,test
clips/7671331711338253575_000012.wav,Мислеш се е на готово.,test
clips/7671331711338253575_000013.wav,"Ало Благе, слуши, ти си по тие модерните работи.",test
clips/7671331711338253575_000014.wav,Децата сакаа некоо фокача да направам.,test
clips/7671331711338253575_000015.wav,"Пише си многу убаво 400мл вода, квасец,",test
clips/7671331711338253575_000016.wav,"сичко што треба тама, солца, зејтинче,",test
clips/7671331711338253575_000017.wav,"ама пише ту капс, два капсуви ли шо се тие,",test
clips/7671331711338253575_000018.wav,брашно. Колку е два капсове?,test
clips/7671331711338253575_000019.wav,"Е, е, уд око Баба Ружо, уд око.",test
clips/7671331711338253575_000020.wav,"Кажа ми га саа, залепи ми га..",test
clips/7671331711338253575_000021.wav,ааа така де.,test
clips/7679118148963978517_000001.wav,"Струјата ќе плаќа оној што ќе ја троши, а во денешно време има многу бројни начини за ладење на овие центри,",train
clips/7679118148963978517_000012.wav,"кои носат развој, работни места и нови технологии.",train
clips/7679118148963978517_000020.wav,Во држава во која граѓаните веќе се соочуваат со проблеми,train
clips/7679118148963978517_000021.wav,"со водоснабдувањето, загадени реки и труење во Гостевар.",train
clips/7679118148963978517_000026.wav,и кој ке плати сметката. Ова не е стратегија за развој,train
clips/7679118148963978517_000028.wav,велат од Опозициската партија.,train
clips/7679484792164912391_000002.wav,"Првиот воз од Зелениково ке тргнува во 6.20, а последниот ќе пристигнува на железничката во Скопје во 22:19",train
clips/7679484792164912391_000003.wav,"На патот кон Скопје, возот ке застанува на станиците Орешани, Јане Сандански, Драчево и Лисиче.",train
clips/7679484792164912391_000004.wav,"Во обратен правец, првиот воз од Скопје ке тргнува во 5.32,",train
clips/7679484792164912391_000005.wav,а последниот ке пристигнува во Зелениково во 21.20.,train
clips/7679484792164912391_000006.wav,"Цената на билетот за едно возење во еден правец ќе биде 40 денари,",train
clips/7679484792164912391_000009.wav,чија цена е 1040 денари.,train
clips/7679484792164912391_000017.wav,"Многу е поелегантно, покомотно.",train
clips/7679484792164912391_000019.wav,Вие би користеле?,train
clips/7679484792164912391_000020.wav,"Секако, се разбира.",train
clips/7679484792164912391_000021.wav,Дека дека ќе се растерете малку,train
clips/7679484792164912391_000022.wav,"Можеби, не знам, можеби, зашто да не?",train
clips/7679484792164912391_000025.wav,"Ако има интерес, треба да се проба.",train
