file_name,transcription,split
clips/7679118148963978517_000010.wav,да можеме преко секундарниот датацентар да ги заштитиме податоците.,train
clips/7679118148963978517_000011.wav,Од опозицијската сада сама вела дека немаат ништо против инвестиција,train
clips/7679118148963978517_000013.wav,"Но инвестицијите мора да бидат во интерес на Македонија,",train
clips/7679118148963978517_000014.wav,а не ресурсите на Македонија да се стават во функција на тоги профити.,train
clips/7679118148963978517_000015.wav,Мицкоски не кажува колку струје и колку вода ке трошат датацентрите.,train
clips/7679118148963978517_000016.wav,Не кажува дека земјоделците може да немаат вода за нивите,train
clips/7679118148963978517_000017.wav,и дека грагјаните ке плакјат по висока цена за струјата.,train
clips/7679118148963978517_000018.wav,"Македонија нема ресурси за експерименти зад затворени врати,",train
clips/7679118148963978517_000019.wav,особено не со водата.,train
clips/7679118148963978517_000022.wav,Властта планира огромни потрошувачки на вода без да ги објави,train
clips/7679118148963978517_000023.wav,основните анализи. Истото важи и за струјата.,train
clips/7679118148963978517_000024.wav,Македонија нема стабелен енергетски систем за Мицкоски однапред,train
clips/7679118148963978517_000025.wav,да ветува државни ресурси без јавност да знае колку ке чини тоа,train
clips/7679118148963978517_000027.wav,"туку опасно коцкане со водата, струјата и земјата на граѓаните,",train
clips/7679118148963978517_000029.wav,"Премирот, вчера Сообштите КВК се преговара со 5 до 6 потенциални инвеститори",train
clips/7679118148963978517_000030.wav,за изградба на дата центри во Македонија.,train
clips/7679484792164912391_000000.wav,Од 1. септември тргнува градски одвоз од Зелениково до Централната железничка станица во Скопје.,train
clips/7679484792164912391_000001.wav,"Возовите ке се обраќаат 8 пати дневно во двата правци, а ке се патува околу 25 минути.",train
clips/7679484792164912391_000007.wav,додека повратниот билет ке чини 70.,train
clips/7679484792164912391_000008.wav,"За редовните патници ке има и месечен билет,",train
clips/7679484792164912391_000010.wav,"Нашите и техниќки екипи се спремни,",train
clips/7679484792164912391_000011.wav,"ганитурите се ке биде спремни за првата фаза,",train
clips/7679484792164912391_000012.wav,"така да главниот фокус ќе го постигнеме, а тоа е да отпори да се по првата фаза на градски воз",train
clips/7679484792164912391_000013.wav,"и пресе главниот фокус кон помладите, односно кон срешколците, студентите и источни.",train
clips/7679484792164912391_000014.wav,Кошутиќ вели дека го разгледували возниот ред на ЈСП за автобусите и ги усогласиле двете врски.,train
clips/7679484792164912391_000015.wav,"Целта е ако некој со воз пристигне на Железничка и треба да продолжи со автобус или обратно, да нема долго чекање.",train
clips/7679484792164912391_000016.wav,Називаме и возниот ред на ЈСП така да не оскоптуваме повеќе од плюс-минус 5 минути.,train
clips/7679484792164912391_000018.wav,Мислам дека дека има интерес.,train
clips/7679484792164912391_000024.wav,"Зашто да не, ќе биде.",train
clips/7679484792164912391_000031.wav,Додека третата ке се протега од Железничка,train
clips/7679484792164912391_000032.wav,"преку Скопје Севери, Гјорче Петров до Волково.",train
clips/7679768664425450753_000000.wav,Му бараат мала палачинка.,train
clips/7679768664425450753_000002.wav,"Еве, зошто веќе не правиме сецкани палачинки?",train
clips/7679768664425450753_000005.wav,"Можеа да јадат палачинки дорека пешачат, дорека возат кола.",train
clips/7679768664425450753_000006.wav,Секогаш и тогаш се појавија експертите.,train
clips/7679768664425450753_000009.wav,И сега луѓето се лутат. Ние сме сакале да ги сецкаме.,train
clips/7679768664425450753_000011.wav,"И така, решивме од 1 сетембри сецкани палачинки,",train
clips/7679768664425450753_000012.wav,повторно достапни во сите наши локации.,train
