file_name,source,original_text,text,status,reviewed_at
clips/7615629414516247815_000009.wav,silver,"Ние дефинитивно, значит, околу 14 до 15 милиони евра се вложуваат","Ние дефинитивно, значи, околу 14 до 15 милиони евра се вложуваат",edited,2026-09-13T23:09:51
clips/7615629414516247815_000010.wav,silver,секој пат во студенцки оброк. Тоа се пари кои што наистина,секој пат во студентски оброк. Тоа се пари кои што навистина,edited,2026-09-13T23:10:14
clips/7615629414516247815_000011.wav,silver,"можат да се искористат за многу работи. Но, сепак, јас не сметам","можат да се искористат за многу работи. Но, сепак, јас не сметам",kept,2026-09-13T23:10:22
clips/7615629414516247815_000012.wav,silver,дека сите студенти не треба да заемаат студенцки оброк,дека сите студенти не треба да заемаат студентски оброк,edited,2026-09-13T23:10:40
clips/7615629414516247815_000013.wav,silver,или дека не треба да им се покачи.,или дека не треба да им се покачи.,kept,2026-09-13T23:10:44
clips/7615629414516247815_000014.wav,silver,Ама имаме социјални категории кои што наистина,Ама имаме социјални категории кои што навистина,edited,2026-09-13T23:11:02
clips/7615629414516247815_000015.wav,silver,този студенцки оброк ќе го користат за оброк.,тој студентски оброк ќе го користат за оброк.,edited,2026-09-13T23:12:02
clips/7620163994858392840_000015.wav,gold,и од таму нека да почнуват скалите и е напето.,и оттаму некаде почнуваат скалите и е напето,edited,2026-09-14T12:46:33
clips/7630833456850799892_000000.wav,gold,Има ли некој кој што прв ги гледа видејата која ќе ги измунтираш?,Има ли некој кој што прв ги гледа видеата кога ќе ги измонтираш?,edited,2026-09-14T12:48:05
clips/7630833456850799892_000001.wav,gold,"Јас, значи, аз кога ги мунтирам видеја, јас го гледам по сто пати, значи ќе го измунтирам, првиш не го оставам телефона или компјутерот, зависи.","Јас, значи јас кога монтирам видеа, јас го гледам по сто пати, значи ќе го измонтирам првично ќе го оставам телефонот или компјутерот зависи.",edited,2026-09-14T12:49:34
clips/7630833456850799892_000002.wav,gold,"После саат време, повторно го отварам, гледам дали ми фали нешто и вообишто на децата, со моите деца, кои што, нели Бабаружи и ФНУЦите,","После саат време повторно го отварам гледам дали ми фали нешто и вообичаено на децата, со моите деца, кои што, нели баба Ружа и внуците",edited,2026-09-14T12:51:23
clips/7630833456850799892_000003.wav,gold,"во сочност тие се и фнуците, кои ми помагаат и знаат по неква што критика да дадат, иако се мали.",всушност тие се и внуците и кои ми помагаат и знаат понекогаш и критика да дадат иако се мали.,edited,2026-09-14T12:52:14
clips/7630833456850799892_000006.wav,gold,Единааесет и седом.,Единааесет и седом.,kept,2026-09-14T12:52:15
clips/7630833456850799892_000007.wav,gold,Кој повеќе ти помага? Или двајцата се вклучене?,Кој повеќе ти помага? Или двајцата се вклучени?,edited,2026-09-14T12:52:59
clips/7630833456850799892_000008.wav,gold,"И двајцата помага, да, реално и двајцата помага.","И двајцата помагаат, да, реално и двајцата помагат",edited,2026-09-14T12:53:30
clips/7630833456850799892_000009.wav,gold,"И морам да кажам дека работат, они буквално работат за мене за хонорар.","И морам да кажам дека работат, они буквално работат за мене за хонорар.",edited,2026-09-14T12:54:06
clips/7630833456850799892_000010.wav,gold,"За хонорар? Да, тоа ми кажа која се слушавме.",За хонорар? Да тоа ми кажа и кога се слушнавме.,edited,2026-09-14T12:54:27
clips/7630833456850799892_000012.wav,gold,"Добро го, како хонорар. Договорене сте фикснал?","Добро, колкав хонорар? Договорени сте фиксно?",edited,2026-09-14T12:55:05
clips/7630833456850799892_000014.wav,gold,"значи соки и нешто, благо или чипс.",значи сок и нешто благо или чипс.,edited,2026-09-14T12:55:38
clips/7630833456850799892_000017.wav,gold,"Чекай сега. 500 денари е хранарина, плус...","Чекај сега, петстотина денари е хранарина, плус..",edited,2026-09-14T12:56:27
clips/7630833456850799892_000021.wav,gold,"А, плус хранарина. Добро, хранарината не е вклучена.","А, плус хранарина. Добро, хранарината не е вклучена.",edited,2026-09-14T12:57:05
clips/7635359970418101512_000012.wav,gold,"Следно е оваа мисвак паста, која што сите ми препоречава да си ја купам.","Следно е оваа мисвак паста, која што сите ми ја препорачаа да си ја купам.",edited,2026-09-14T12:59:48
clips/7635359970418101512_000013.wav,gold,Јас стварно не знам што е толку по-синокула е оваа паста.,Јас стварно не знам што е толку посебно околу оваа паста.,edited,2026-09-14T13:00:14
clips/7635359970418101512_000016.wav,gold,"Може би е природна и убава, не знам е ли да не зборам пред време.","Можеби е природна и убава, не знам еве да не зборам пред време.",edited,2026-09-14T13:00:59
clips/7635359970418101512_000018.wav,gold,"И следно што сум се купила, тоа е ово стапче.","И следно што сум се купила, тоа е ова стапче.",edited,2026-09-14T13:01:28
clips/7635359970418101512_000019.wav,gold,"Задоша у Египет порано, немале четки за заби и сетоа, и имат стапчинја такви.",Затоа што во Египет порано немале нели четки за заби и се тоа и имат стапчиња такви.,edited,2026-09-14T13:02:23
clips/7635359970418101512_000022.wav,gold,"Буквално оцето како мирише, најлучиот оцето, тај.","Буквално оцет како мириса, најлошио оцет, тај.",edited,2026-09-14T13:03:04
clips/7635359970418101512_000024.wav,gold,Среки што сум мрдена по новата ера и не сум морала да користувам вакуолот и...,Среќа што сум родена во поновата ера и не сум морала да користам вакво оти...,edited,2026-09-14T13:03:56
clips/7635359970418101512_000029.wav,gold,"Кажува дека има како седативно действо некој или смежувало,","Кажува дека има како седативно дејство некое или смирувало,",edited,2026-09-14T13:04:39
clips/7635359970418101512_000030.wav,gold,ама оно е како не се препорачува да возиш кола.,ама оноа како не се препорачува да возиш кола.,edited,2026-09-14T13:05:00
clips/7651642155898785032_000007.wav,gold,"Ако си како мене и цел ден се снимаш, сликаш, скролаш, пак се снимаш,","Ако си како мене и цел ден се снимаш, сликаш, скролаш, пак се снимаш,",kept,2026-09-14T13:06:00
clips/7651642155898785032_000008.wav,gold,што ова е делот што најмногу ке ти се допадне.,што ова е делот што најмногу ке ти се допадне.,kept,2026-09-14T13:06:10
clips/7651642155898785032_000011.wav,gold,"И уште нешто, ако го земеш до 28. июни,","И уште нешто, ако го земеш до дваесет и осми јуни,",edited,2026-09-14T13:06:33
clips/7651642155898785032_000016.wav,gold,"Не позирай, слободно движе се.","Не позирај, слободно движи се.",edited,2026-09-14T13:07:00
clips/7659733710522109202_000008.wav,gold,"Чека, ако нека им кажам дека сум инфуенсарка.","Чекај, ако не ќе им кажам дека сум инфлуенсерка.",edited,2026-09-14T13:08:11
clips/7671331711338253575_000002.wav,gold,Да бе замаху таа твојта книга да правам таа торта ти што сега праваш многу.,Абе земах од таа твојта книга да правам торта ти што си га праваш многу.,edited,2026-09-14T13:09:35
clips/7671331711338253575_000005.wav,gold,Арно имах кафеен де.,Арно имах кафеен де.,kept,2026-09-14T13:09:52
clips/7671331711338253575_000006.wav,gold,"Турих пише к лажица, ваљда и она кафеена се мисля, ама немам кафеена лажица.","Турих, пише к лажица, ваљда и она кафена се мисле, ама немам кафена лажица.",edited,2026-09-14T13:10:43
clips/7671331711338253575_000011.wav,gold,"Зе ни проби тама, растрачки се у кујната,","Земи проби тама, растрчки се ѕ кујната!",edited,2026-09-14T13:11:21
clips/7679118148963978517_000000.wav,gold,Дата центрите се еднината на човештвото и владата ќе го преземе институционалниот ризик и ќе ги изгради.,Дата центрите се иднината на човештвото и владата ќе го превземе институционалниот ризик и ќе ги изгради.,edited,2026-09-14T13:13:17
clips/7679118148963978517_000002.wav,gold,"били премирот Мицкоске. Македонија треба да одлучи дали сака да биде лидер во регионот или на дното,","вели премиерот Мицкоски. Македонија треба да одлучи дали сака да биде лидер во регионот или на дното,",edited,2026-09-14T13:14:11
clips/7679118148963978517_000003.wav,gold,но од оваа индустрија владата нема да се откажа.,но од оваа индустрија владата нема да се откаже.,edited,2026-09-14T13:14:30
clips/7679118148963978517_000004.wav,gold,"и тука, сакам да кажам, дека они испраќаат пораки кои што се стари 10, 15, 20 години, има сосема по инакви начини на наладење, во зависност од намената на тие дата центари, дали тие ќе се користат за вешточка интелигенција или за други цели, но исто така сакам и една друга работа да ја кажам, која што до сега многу малку се комуницира, ние во државата имаме дата центар,","и тука сакам да кажам, дека они испраќаат пораки кои што се стари десет, петнаесет, дваесет години,има сосема поинакви начини на ладење, во зависност од намената на тие дата центри, дали тие ќе се користат за вештачка интелигенција или за други цели, но исто така сакам и една друга работа да ја кажам, која што досега многу малку се комуницира, ние во државата имаме дата центар,",edited,2026-09-14T13:18:04
clips/7679118148963978517_000005.wav,gold,"Ние имаме дата центар во Прилеп, но тој дата центар е практично секундарен или дата центар кој што ние го нарекуваме рекавари дата центар.","Ние имаме дата центар во Прилеп, но тој дата центар е практично секундарен или дата центар кој што ние го нарекуваме рекавари дата центар.",kept,2026-09-14T13:18:25
clips/7679118148963978517_000006.wav,gold,"Сега, секоја институција од сайбер напади се брани како знае и уме.","Сега, секоја институција од сајбер напади се брани како знае и умее.",edited,2026-09-14T13:19:04
clips/7679118148963978517_000007.wav,gold,"А потоа, тој примарен датацентар ќе го поврзаме со веќе постоечкиот секундарен датацентар,","А потоа, тој примарен датацентар ќе го поврзиме со веќе постоечкиот секундарен дата центар,",edited,2026-09-14T13:20:00
clips/7679118148963978517_000008.wav,gold,"кој што е во Прилепско, за да имаме заштита.","кој што е во Прилепско, за да имаме заштита.",kept,2026-09-14T13:20:14
clips/7679118148963978517_000009.wav,gold,"Ако не да е боже настане, би рекол, упад во системот на интероперабилност,","Ако не дај боже настане, би рекол, упад во системот на интероперабилност,",edited,2026-09-14T13:21:11
clips/7679118148963978517_000010.wav,gold,да можеме преко секундарниот датацентар да ги заштитиме податоците.,да можеме преку секундарниот датацентар да ги заштитиме податоците.,edited,2026-09-14T13:21:29
clips/7679118148963978517_000011.wav,gold,Од опозицијската сада сама вела дека немаат ништо против инвестиција,Од опозицијската сдсм велат дека немаат ништо против инвестиции,edited,2026-09-14T13:22:18
clips/7679118148963978517_000013.wav,gold,"Но инвестицијите мора да бидат во интерес на Македонија,","Но инвестициите мора да бидат во интерес на Македонија,",edited,2026-09-14T13:22:41
clips/7679118148963978517_000014.wav,gold,а не ресурсите на Македонија да се стават во функција на тоги профити.,а не ресурсите на Македонија да се стават во функција на туѓи профити.,edited,2026-09-14T13:23:07
clips/7679118148963978517_000015.wav,gold,Мицкоски не кажува колку струје и колку вода ке трошат датацентрите.,Мицкоски не кажува колку струја и колку вода ќе трошат дата центрите.,edited,2026-09-14T13:23:42
clips/7679118148963978517_000016.wav,gold,Не кажува дека земјоделците може да немаат вода за нивите,Не кажува дека земјоделците може да немаат вода за нивите,kept,2026-09-14T13:23:52
clips/7679118148963978517_000017.wav,gold,и дека грагјаните ке плакјат по висока цена за струјата.,и дека граѓаните ќе плаќаат повисока цена за струјата.,edited,2026-09-14T13:24:16
clips/7679118148963978517_000018.wav,gold,"Македонија нема ресурси за експерименти зад затворени врати,","Македонија нема ресурси за експерименти зад затворени врати,",kept,2026-09-14T13:24:36
clips/7679118148963978517_000019.wav,gold,особено не со водата.,особено не со водата.,kept,2026-09-14T13:24:41
clips/7679118148963978517_000022.wav,gold,Властта планира огромни потрошувачки на вода без да ги објави,Власта планира огромни потрошувачки на вода без да ги објави,edited,2026-09-14T13:25:16
clips/7679118148963978517_000023.wav,gold,основните анализи. Истото важи и за струјата.,основните анализи. Истото важи и за струјата.,kept,2026-09-14T13:25:24
clips/7679118148963978517_000024.wav,gold,Македонија нема стабелен енергетски систем за Мицкоски однапред,Македонија нема стабилен енергетски систем за Мицкоски однапред,edited,2026-09-14T13:25:42
clips/7679118148963978517_000025.wav,gold,да ветува државни ресурси без јавност да знае колку ке чини тоа,да ветува државни ресурси без јавноста да знае колку ке чини тоа,edited,2026-09-14T13:26:32
clips/7679118148963978517_000027.wav,gold,"туку опасно коцкане со водата, струјата и земјата на граѓаните,","туку опасно коцкање со водата, струјата и земјата на граѓаните,",edited,2026-09-14T13:27:00
clips/7679118148963978517_000029.wav,gold,"Премирот, вчера Сообштите КВК се преговара со 5 до 6 потенциални инвеститори",Премиерот вчера соопшти дека веќе се преговара со пет до шест потенцијални инвеститори,edited,2026-09-14T13:27:58
clips/7679118148963978517_000030.wav,gold,за изградба на дата центри во Македонија.,за изградба на дата центри во Македонија.,kept,2026-09-14T13:28:01
clips/7679484792164912391_000000.wav,gold,Од 1. септември тргнува градски одвоз од Зелениково до Централната железничка станица во Скопје.,"Од 1. септември тргнува градскиот воз, од Зелениково до Централната железничка станица во Скопје.",edited,2026-09-14T13:33:48
clips/7679484792164912391_000001.wav,gold,"Возовите ке се обраќаат 8 пати дневно во двата правци, а ке се патува околу 25 минути.","Возовите ке се обраќаат 8 пати дневно во двата правци, а ќе се патува околу 25 минути.",edited,2026-09-14T13:34:23
clips/7679484792164912391_000007.wav,gold,додека повратниот билет ке чини 70.,додека повратниот билет ке чини 70.,kept,2026-09-14T13:34:42
clips/7679484792164912391_000008.wav,gold,"За редовните патници ке има и месечен билет,","За редовните патници ке има и месечен билет,",kept,2026-09-14T13:35:03
clips/7679484792164912391_000010.wav,gold,"Нашите и техниќки екипи се спремни,","Нашите и технички екипи се спремни,",edited,2026-09-14T13:35:32
clips/7679484792164912391_000011.wav,gold,"ганитурите се ке биде спремни за првата фаза,","гарнитурите ќе бидат спремни за првата фаза,",edited,2026-09-14T13:36:14
clips/7679484792164912391_000012.wav,gold,"така да главниот фокус ќе го постигнеме, а тоа е да отпори да се по првата фаза на градски воз","така да главниот фокус ќе го постигнеме, а тоа е да од први да се почне со првата фаза на градски воз",edited,2026-09-14T13:37:11
clips/7679484792164912391_000013.wav,gold,"и пресе главниот фокус кон помладите, односно кон срешколците, студентите и источни.","и пред се главниот фокус кон помладите, односно кон средношколците, студентите и слично.",edited,2026-09-14T13:38:17
clips/7679484792164912391_000014.wav,gold,Кошутиќ вели дека го разгледували возниот ред на ЈСП за автобусите и ги усогласиле двете врски.,Кошутиќ вели дека го разгледувале и возниот ред на ЈСП за автобусите и ги усогласиле двете врски.,edited,2026-09-14T13:38:58
clips/7679484792164912391_000015.wav,gold,"Целта е ако некој со воз пристигне на Железничка и треба да продолжи со автобус или обратно, да нема долго чекање.","Целта е ако некој со воз пристигне на Железничка и треба да продолжи со автобус или обратно, да нема долго чекање.",kept,2026-09-14T13:39:12
clips/7679484792164912391_000016.wav,gold,Називаме и возниот ред на ЈСП така да не оскоптуваме повеќе од плюс-минус 5 минути.,Направивме и возен ред со ЈСП така да нема отстапување повеќе од плус-минус пет минути.,edited,2026-09-14T14:07:49
clips/7679484792164912391_000018.wav,gold,Мислам дека дека има интерес.,Мислам дека дека има интерес.,kept,2026-09-14T14:08:30
clips/7679484792164912391_000024.wav,gold,"Зашто да не, ќе биде.","Зашто да не, ќе биде.",kept,2026-09-14T14:08:38
clips/7679484792164912391_000031.wav,gold,Додека третата ке се протега од Железничка,Додека третата ке се протега од Железничка,edited,2026-09-14T14:09:14
clips/7679484792164912391_000032.wav,gold,"преку Скопје Севери, Гјорче Петров до Волково.","преку Скопје север, Ѓорче Петров до Волково.",edited,2026-09-14T14:10:06
clips/7679768664425450753_000000.wav,gold,Му бараат мала палачинка.,Ми бараат мала палачинка.,edited,2026-09-14T14:10:48
clips/7679768664425450753_000002.wav,gold,"Еве, зошто веќе не правиме сецкани палачинки?","Еве, зошто веќе не правиме сецкани палачинки?",kept,2026-09-14T14:11:30
clips/7679768664425450753_000005.wav,gold,"Можеа да јадат палачинки дорека пешачат, дорека возат кола.","Можеа да јадат палачинки додека пешачат, додека возат кола.",edited,2026-09-14T14:12:05
clips/7679768664425450753_000006.wav,gold,Секогаш и тогаш се појавија експертите.,Секогаш и тогаш се појавија експертите.,kept,2026-09-14T14:12:15
clips/7679768664425450753_000009.wav,gold,И сега луѓето се лутат. Ние сме сакале да ги сецкаме.,И сега луѓето се лутат. Не сме сакале да ги сецкаме.,edited,2026-09-14T14:12:38
clips/7679768664425450753_000011.wav,gold,"И така, решивме од 1 сетембри сецкани палачинки,","И така, решивме од 1 сетември сецкани палачинки,",edited,2026-09-14T14:13:06
clips/7679768664425450753_000012.wav,gold,повторно достапни во сите наши локации.,повторно достапни во сите наши локации.,kept,2026-09-14T14:13:12
clips/7620163994858392840_000000.wav,silver,"Денеска се одеме на Исаро, да дај ги гледачи. Денеска е 22. март, ден на пролета и на овај ден, за сите ние кои што сме од Штип е празник, води дошов одеме на Исаро.","Денеска се оде на Исаро, драги гледачи, денеска е дваесет и втори Март, ден на пролетта и на овај ден, за сите ние кои што сме од Штип е празник, заради тоа шо одеме на Исаро.",edited,2026-09-15T12:39:22
clips/7620163994858392840_000001.wav,silver,"Значи вака, има неколку теории што се праве на овај ден.","Значи вака, има неколку теории што се праве на овај ден.",kept,2026-09-15T12:39:35
clips/7620163994858392840_000002.wav,silver,"Треба да се искачеш најгоре на Исаро, значи на врво на Исаро и затоа што има 40 скали за 40 маченици.","Треба да се искачеш најгоре на Исаро, значи на врво на Исаро и затоа што има 40 скали за 40 маченици.",kept,2026-09-15T12:40:13
clips/7620163994858392840_000003.wav,silver,"И сега има различни теории што се браја нели на овај ден, меѓу кој едната теорија, тоа е теоријата која јас јас ја правив кога беше мала, поздравуваш се со 40 машки нагоре, нели како се качуваш кој Сарок, се поздравуваш со 39 машки и 40-иот треба да го бациш, значи не се поздравиш најнормално, туку го бациш, сакаш симпатијата.","И сега има различни теории што се праве нели на овај ден,",edited,2026-09-15T12:40:46
clips/7620163994858392840_000004.wav,silver,и многу луѓе ќуваш си во тај кој што ти ја 40 и тоа е за твојата симпатија сак што ти симпатија тие 40.,"меѓу кој едната теорија, тоа е теоријата која јас јас ја правив ког",edited,2026-09-15T12:40:46
clips/7620163994858392840_000005.wav,silver,"Едната теорија, теоријато кој што јас ќе правам, друга теорија е да се качеш горе на брво и фрлеш горе од брво 40 каменчинја","а беше мала, поздравуваш се со 40 машки нагоре, нели како се качува",edited,2026-09-15T12:40:46
clips/7620163994858392840_000006.wav,silver,"и 40-тото каменче не го фрлеш, туку си го зачуваш и си домислиш желба, си го ставиш каменчето под перницата","и 40-тото каменче не го фрлеш, туку си го зачуваш и си замислеш желба,си го ставиш каменчето под перницата",edited,2026-09-15T12:42:22
clips/7620163994858392840_000007.wav,silver,"и таа желба да се исполне. И на мене стварно ми се ми исполнеа се таа желба, не знам дали е конфиденција,","и таа желба да се исполне. И на мене стварно ми се има исполнето таа желба, не знам дали е коинциденција.",edited,2026-09-15T12:43:22
clips/7620163994858392840_000008.wav,silver,"али, това, сигурно сум дека има и многу други теории, еве може да компутирате луѓе кои што се очетират,","али, сигурна сум дека има и многу други теории, еве можат да коментират луѓе кои што се од Штип,",edited,2026-09-15T12:44:13
clips/7620163994858392840_000009.wav,silver,"али, ајде да ви покажам како изгледа у ствари овај ден и како изгледа патот кон врване и савро.",али ајде да ви покажам како изгледа уствари овај ден и како изгледа патот кон врвот на исарот.,edited,2026-09-15T12:45:02
clips/7620163994858392840_000011.wav,silver,"Поред некоја година, тук нека да имаше... Продава се пелинја.","Пред некоја година, тука некаде имаше.. Продаваа се пилиња.",edited,2026-09-15T12:45:50
clips/7620163994858392840_000012.wav,silver,Тоа беше една и единствена година која ќе ја виде дека се во стари продава пелинја.,Тоа беше една и единствена година каде што јас виде дека се уствари продаваат пилиња.,edited,2026-09-15T12:46:28
clips/7620163994858392840_000013.wav,silver,Надејам се дека и оваа година ќе се продава джим и сега ќе си купам и ќе го изчувам.,Надевам се дека и оваа година ќе се продава жими се ќе си купам и ќе го исчувам.,edited,2026-09-15T12:47:05
clips/7620163994858392840_000014.wav,silver,Произгледа и е многу угарничева.,Еве како изгледа и е многу угорничево.,edited,2026-09-15T12:47:29
clips/7620163994858392840_000016.wav,silver,"Да се напето физички, астораните се ополучките.","Мислам напето, физички ставро е исцрпувачки.",edited,2026-09-15T12:48:30
clips/7620163994858392840_000017.wav,silver,Ако размислам како сме го правиле ово како маѓу.,Ако размислам како сме го правиле ово како мали.,edited,2026-09-15T12:48:40
clips/7620163994858392840_000018.wav,silver,"Едно кај не знам дали знаеш, ама штипе цели овака","Инаку не знам дали знаеш,пример Штип е целио вака",edited,2026-09-15T12:49:15
clips/7620163994858392840_000020.wav,silver,"и заради тоа не е толку препараќливо,","и заради тоа не е толку препорачливо,",edited,2026-09-15T12:49:33
clips/7620163994858392840_000021.wav,silver,мислам не е препараќливо.,"мислам не е препорачливо,",edited,2026-09-15T12:49:50
clips/7620163994858392840_000022.wav,silver,"Не можеш да возиш точок,","Не можеш да возиш точок,",kept,2026-09-15T12:49:53
clips/7620163994858392840_000023.wav,silver,"Пример да градско превозно средстват и да точак, не може заради тоа што е многу горничево и долничево.","Пример да градско превозно средство ти биде точок, не може заради тоа што е многу угорничево и удолничево.",edited,2026-09-15T12:50:34
clips/7620163994858392840_000024.wav,silver,И после некоја време стигме да го шукаеме црквата.,И после некое време стигнуваш кај црквата.,edited,2026-09-15T12:51:05
clips/7620163994858392840_000025.wav,silver,"Свети Архангел Михаил, мислам дека се вика и на факултет.","Свети Архангел Михаил, мислам дека се вика и на факултет.",kept,2026-09-15T12:51:18
clips/7620163994858392840_000026.wav,silver,"Професорката по историја на Македонија, значи душата ни ја извади за овие цркви кои што биле градени во овај период.","Професорката по историја на Македонија, значи душата ни ја извади за овие цркви кои што биле градени во овај период.",kept,2026-09-15T12:51:34
clips/7620163994858392840_000027.wav,silver,И оваа црква ми се поднана мене некој лопки уздан.,И оваа црква ми се падна на мене на колоквиум.,edited,2026-09-15T12:51:58
clips/7620163994858392840_000028.wav,silver,Нека знам дека знае все.,Нормално дека знаев се.,edited,2026-09-15T12:52:13
clips/7620163994858392840_000029.wav,silver,Има срекичка.,Има среќичка.,edited,2026-09-15T12:52:25
clips/7620163994858392840_000030.wav,silver,Многу скали.,Многу скали.,kept,2026-09-15T12:53:02
clips/7620163994858392840_000031.wav,silver,Стигнеш некаде во средината.,Стигнеш некаде во средината.,kept,2026-09-15T12:53:12
clips/7620163994858392840_000032.wav,silver,"И имаш, исто така, некои какво тескички, окей.","И имаш, исто така некои како тезгички, океј",edited,2026-09-15T12:53:38
clips/7620163994858392840_000033.wav,silver,И еве ги спомениците кои што се по број 40 за 40 маченици.,И еве ги спомениците кои што се по број 40 за 40 маченици.,kept,2026-09-15T12:53:44
clips/7620163994858392840_000035.wav,silver,Оваќи сега ќувам и треба да дземисам за оба.,Овоа ќе си го чувам и треба да си замислам желба.,edited,2026-09-15T12:55:14
clips/7630833456850799892_000011.wav,silver,Имаат хонорар и...,Имаат хонорар и...,kept,2026-09-15T12:55:45
clips/7630833456850799892_000013.wav,silver,"Да, да, да. 500 денари и си купуваат глупости од маркет,","Да, да, да. 500 денари и си купуваат глупости од маркет,",kept,2026-09-15T12:55:52
clips/7630833456850799892_000015.wav,silver,Па толку е за 500 денари денеска?,Па толку е за 500 денари денеска?,kept,2026-09-15T12:55:58
clips/7630833456850799892_000016.wav,silver,"Плус 500 денари, тоа е хранарина.","Плус 500 денари, тоа е хранарина.",kept,2026-09-15T12:56:01
clips/7630833456850799892_000018.wav,silver,"Не, 500 денари си е хонораро.","Не, 500 денари си е хонораро.",kept,2026-09-15T12:56:05
clips/7630833456850799892_000022.wav,silver,"Хранарината може и повеќе од хонорар, некојаш дочини.","Хранарината може и повеќе од хонорар, некогаш да чини.",edited,2026-09-15T12:56:20
clips/7630833456850799892_000023.wav,silver,"Да, да. И се мотивират и сакат, нели?","Да, да. И се мотивират и сакат, нели?",kept,2026-09-15T12:56:23
clips/7630833456850799892_000024.wav,silver,Тоа е многу убаво.,Тоа е многу убаво.,kept,2026-09-15T12:56:36
clips/7630833456850799892_000025.wav,silver,"Да ма ги прашувам, секој кога ги прашувам, нема тука да снимем.","Да ама ги прашувам, секогаш ги прашувам, нема тука ај да снимаме",edited,2026-09-15T12:58:20
clips/7630833456850799892_000026.wav,silver,"Дали сакате да снимаме, може ќе го научиме тоа, по правил.","Дали сакате да снимаме, може ќе го научиш ли тоа, значи по правило.",edited,2026-09-15T12:58:58
clips/7635359970418101512_000000.wav,silver,"Што сум си купила од Египет, и ако случајно некоја што одеш за Египет, да знаеш што можеш да си купиш, значи ово е препорака од мене.","Што сум си купила од Египет, и ако случајно некоја што одеш за Египет, да знаеш што можеш да си купиш, значи ово е препорака од мене.",kept,2026-09-15T13:00:00
clips/7635359970418101512_000001.wav,silver,"First things first, јас се лезе у аптеката, решава, имате ли нешто за коса, некој е оил, I don't know, препорачи ми, земи ми ги парите.","First things first, јас влезе у аптеката, прашав имате ли нешто за коса, некој oil, I don't know, препорачај ми, земи ми ги парите.",edited,2026-09-15T13:01:21
