metadata_full
file_name;text;source;split;video;start;end;duration;ocr_score;ocr_recall;ocr_text;avg_logprob;no_speech_prob;reject_reason
clips/dvtrjsaiftl_000002.wav;Ах, бе, аздисани неедни, добар ден.;silver;train;DVTrjsaiFtl.mp4;6.12;8.12;2.0;43;0.67;QJIM Ах бе аздисани неедни! Добарден! Шо и фале на мојте лажиции бунели од свадбата?;-278;0.0;
clips/dvtrjsaiftl_000003.wav;Шо ја фалe на моите лaжици и бунели од свадбата?;silver;train;DVTrjsaiFtl.mp4;8.2;10.5;2.3;53;0.6;OIIN Ах бе аздисани неедни! Добарден! Шо и фале на мојте лажиции бунели од свадбата? златнички, шо убави се!;-278;0.0;
;Златнички шо обовички се?;rejected;;DVTrjsaiFtl.mp4;10.58;11.56;0.98;0;0.0;;-278;0.0;too short
;Ева, полек баба.;rejected;;DVTrjsaiFtl.mp4;12.28;13.26;0.98;0;0.0;;-278;0.0;too short
clips/dvtrjsaiftl_000006.wav;Ама треба да траа со сос години, бе, ќере шо уво материјалче.;silver;train;DVTrjsaiFtl.mp4;13.36;16.1;2.74;42;0.5;Ама треба да траа сус гудини бе кере! SIEIP SRL Ама треба да траа сус гудини бе кере! Треба да прави впечаток!!;-278;0.0;
clips/dvtrjsaiftl_000007.wav;Треба да прави впечаток.;gold;train;DVTrjsaiFtl.mp4;16.99;18.89;1.9;60;1.0;Треба да прави впечаток!! Значи, требада не праа прублем;-278;0.0;
clips/dvtrjsaiftl_000008.wav;Значи, треба да не права проблеми, раат да се чинам бе ќере.;silver;train;DVTrjsaiFtl.mp4;19.3;22.28;2.98;29;0.83;Значи, требада не праа прублем CRYSTAL ANSER Gllot ANSER Callcfe Значи, треба да не праа прублем MILD и раат да сичинам 6e kepe... и раат да сичинам 6e ќepe... ВРВНИ ФРИЖИ Osveжu OFTICIALPARTNER p6 ВРВНИ ФРИЖИ Osveжu gorenje OFFICIAL PARTNER;-278;0.0;
clips/dvtrjsaiftl_000009.wav;Мора да е лично.;silver;train;DVTrjsaiFtl.mp4;23.78;24.9;1.12;20;0.5;p6 ВРВНИ ФРИЖИ Osveжu gorenje OFFICIAL PARTNER Морадае лично!!! ВРВНИ ФРИЖИД Osvezu goren OFFICIAL PARTNER;-278;0.0;
clips/dvtrjsaiftl_000010.wav;Мора да е проверно, беше шилеже едно.;silver;train;DVTrjsaiFtl.mp4;26.68;28.84;2.16;35;0.6;Мора да е проверено бе шилеже неедно.. raiito аилузија сотрикови, виеможете еснотија. Сё е можно со новата ство дизајнирана од Ога Пtо.;-278;0.0;
clips/dvtrjsaiftl_000011.wav;Ама, мора да е ново. Ама, треба да е аслно, проверена работа.;silver;train;DVTrjsaiFtl.mp4;30.51;36.69;6.18;16;1.0;raiito аилузија сотрикови,виеможете еснотија. Сё е можно со новата ство дизајнирана од Ога Ito. gorenje raiito илузија сотрикови,виеможете еснотија. Сё е можно со новата ство дизајнирана од Ога Iтo. Ама мора дае ново!!! to сотрикови,виеможете . Сее можно со новата зајнирана од Ora Ito. Ама треба да е а'слно... проверена работа! lito зија сотрикови,вие можете гија. Сёе можно со новата дизајнирана од Ога Ito. Ама треба да еа'слно... проверенаработа! yOraiito здава илузија сотрикови,вие можете ма леснотија. Сё еможносо новата акинство дизајнирана од Ога Ito. Ама треба да еа'слно... проверенаработа! ИЗЛЕЗ WNACA ife Simpliffed;-0.29;0.08;
clips/dvtrjsaiftl_000012.wav;И ка ке напрааш есапо да не е скапо.;silver;train;DVTrjsaiFtl.mp4;36.87;40.27;3.4;24;0.5;yOraiito здава илузија сотрикови,вие можете ма леснотија. Сё еможносо новата акинство дизајнирана од Ога Ito. Ама треба да еа'слно... проверенаработа! ИЗЛЕЗ WNACA ife Simpliffed ИЗЛЕЗ WMACA ifeSimlied Ка ке напрааш ЕсАпО дане е Скапо! ИЗЛЕЗ с Simlied;-0.29;0.08;
clips/dvtrjsaiftl_000013.wav;Прв пат да согласам со снаата за нешто.;gold;train;DVTrjsaiFtl.mp4;43.01;45.13;2.12;61;0.75;Еј... прв пат да се согласам со снаата за нешто. Clic Двегенерации, две мислена...;-0.29;0.08;
clips/dvtrjsaiftl_000014.wav;Две генерации, две мислења. Еден избор.;silver;train;DVTrjsaiFtl.mp4;45.53;49.01;3.48;33;1.0;Еј... прв пат да се согласам со снаата занешто. Clic Двегенерации, две мислена... Clic cc Еден избор M MO c Еден избор MILD HOME STORE 1010 MILD HOME STORE;-0.29;0.08;
;Милки.;rejected;;DVTrjsaiFtl.mp4;49.45;49.89;0.44;0;0.0;;-0.29;0.08;too short
clips/dvtrjsaiftl_000016.wav;Ја и кафенца ни сварии тука. Не не на тебе ќе текне да ми свараш едно кафе.;silver;train;DVTrjsaiFtl.mp4;50.91;54.83;3.92;56;0.75;1010 MILD HOME STORE Ла и кафенце ни сварии тука не на тебе ке ти текне дами свараш Ај арно се имме, да не се раскараме ајде...;-0.29;0.08;
clips/dvtrjsaiftl_000017.wav;Ај арно му се имаме да не се раскарам, ајде.;silver;train;DVTrjsaiFtl.mp4;54.91;56.63;1.72;58;0.5;: не на тебе ке ти текне да ми свараш Ај арно се имме, да не се раскараме ајде...;-0.29;0.08;
clips/dvy8sdgeqtb_000000.wav;Јас ништо не питувам. Само гледам.;gold;train;DVY8sDGEQTB.mp4;1.17;3.39;2.22;68;1.0;Јас ништо не питувам, само гледам! РАДАР расипувач на забава;-287;0.0;
clips/dvy8sdgeqtb_000001.wav;Саа ќе виите вии топката. Јас не го оговарам.;silver;train;DVY8sDGEQTB.mp4;5.16;9.16;4.0;34;1.0;Опааа саа ке видате виесо топката расипувач на забава расипувач на забава Јас не оговарам, јас нејкам да кажам кој ОГОВАРАЧКА фрле ѓубрето вонка одконтењеро ОГОВАРАЧКА;-287;0.0;
clips/dvy8sdgeqtb_000002.wav;Јас нејќам да кажам кој го фрле ѓубрато вонка од контењеро;silver;train;DVY8sDGEQTB.mp4;9.2;12.14;2.94;38;0.5;Јас не оговарам, јас нејкам да кажам кој ОГОВАРАЧКА фрле ѓубрето вонка одконтењеро ОГОВАРАЧКА да не излезе отиРада била ѓубрарката у маалта! ОГОВАРАЧКА;-287;0.0;
clips/dvy8sdgeqtb_000003.wav;да не излезе после оти Рада била ѓубрарката у маалта.;silver;train;DVY8sDGEQTB.mp4;12.14;14.76;2.62;58;0.5;да не излезе отиРада била ѓубрарката у маалта! ОГОВАРАЧКА;-287;0.0;
clips/dvy8sdgeqtb_000004.wav;Ева, ева. Бабе, ело тука на една Савето.;silver;train;DVY8sDGEQTB.mp4;14.92;17.88;2.96;43;0.5;да не излезе оти 1Рада била ѓубраркатау маалта! ОГОВАРАЧКА Бабее.. ела тука на Савето, ФЕЈСБУКЏИКА;-287;0.0;
clips/dvy8sdgeqtb_000005.wav;На сајве, сав нешто.;silver;train;DVY8sDGEQTB.mp4;19.23;20.85;1.62;32;0.33;SA - SAVE нешто... ФЕЈСБУКЏИКА Ha Мара рецепт да пуштам! ФЕЈСБУКЏИКА;-287;0.0;
clips/dvy8sdgeqtb_000006.wav;На Мара рецепт да пуштам.;silver;train;DVY8sDGEQTB.mp4;21.17;22.51;1.34;38;1.0;Ha Мара рецепт да пуштам! ФЕЈСБУКЏИКА ВИДОВИТА, СЕ ОНА ШО ЗНАА Oо на Баба. ЗНАЛААХ јас оти ќе се разболе;-287;0.0;
clips/dvy8sdgeqtb_000007.wav;О, на баба знајаах ќе се разболеа јас тава дете го гледам од вчера нешто малаксанко.;silver;train;DVY8sDGEQTB.mp4;22.71;26.95;4.24;45;0.78;На Мара рецепт да пуштам! ФЕЈСБУКЏИКА ВИДОВИТА, СЕ ОНА ШО ЗНАА Oо на Баба. ЗНАЛААХ јас оти ќе се разболе ВИДОВИТА, СЕ ОНА ШО ЗНАА јас тва дете, го гледам од вчера нештомалаксанко Еее сичко ме боле. веенте ме болат…. ДPАMA QUEEN;-287;0.0;
clips/dvy8sdgeqtb_000008.wav;Е,сичко ма боле. Вените ма боле, жилите ме болат, сичко не можам.;silver;train;DVY8sDGEQTB.mp4;27.13;30.83;3.7;38;0.88;Еее сичко ме боле. веенте ме болат…. ДPАMA QUEEN жилите ме болат, СИЧКО... неможам, ја да станам ДРАМА QUЕEN жилите ме болат,сичко... неможам,ја да станам ДPАMА QUЕEN caffetin;-287;0.0;
clips/dvy8sdgeqtb_000009.wav;Ја да станам, не можам.;silver;train;DVY8sDGEQTB.mp4;30.83;32.07;1.24;28;1.0;жилите ме болат, СИЧКО.. не можам, ја да станам ДРАМА QUЕEN жилите ме болат,сичко... неможам,ја да станам ДPАMА QUЕEN caffetin ГОТВАЧКА Шо баба? ГОТВАЧКА;-311;0.15;
clips/dvy8sdgeqtb_000010.wav;Шо баба? Не си гладен? Ако, ќе јадаш.;silver;train;DVY8sDGEQTB.mp4;32.67;36.15;3.48;47;1.0;ГОТВАЧКА Шо баба? ГОТВАЧКА Не си гладен? Ако, ке јадеш! ГОТВАЧКА Шо било расипано! СЕ САМА МОЖЕ;-311;0.15;
clips/dvy8sdgeqtb_000011.wav;Шо било расипано? Шо?;silver;train;DVY8sDGEQTB.mp4;37.19;38.55;1.36;52;1.0;Шо било расипано! СЕ САМА МОЖЕ Шо? Соc... Сок... Сол? НАГЛУВА;-311;0.15;
clips/dvy8sdgeqtb_000012.wav;Сос? Сок? Сол?;silver;train;DVY8sDGEQTB.mp4;39.29;41.7;2.41;30;0.67;Шо? Соc... Сок.. Сол? НАГЛУВА Имам теорија ТЕОРЕТИЧАРКА;-311;0.15;
clips/dvy8sdgeqtb_000013.wav;Имам теорија, оти тај со бемвето, он не е зето, он е љубовнико,;silver;train;DVY8sDGEQTB.mp4;42.75;47.19;4.44;46;0.71;Имам теорија ТЕОРЕТИЧАРКА Оти тај со ВМW он неезето ТЕОРЕТИЧАРКА он е лубовнико! ТЕОРЕТИЧАРКА A тај со каравано Аудито, е он е ТЕОРЕТИЧАРКА;-311;0.15;
clips/dvy8sdgeqtb_000014.wav;а тај со каравано, аудито, е он е.. е... е он ќе видиме шо ке е.;silver;train;DVY8sDGEQTB.mp4;47.31;52.94;5.63;51;0.8;A тај со каравано Аудито, е он е ТЕОРЕТИЧАРКА Ee.. e... ТЕОРЕТИЧАРКА Е он ке бидаме шо ке е! ТЕОРЕТИЧАРКА Ева, ева! Шо биде бе баба? Падна ли? ЛИЦЕМЕРНА;-311;0.15;
clips/dvy8sdgeqtb_000015.wav;Шо биде баба, падна ли?;silver;train;DVY8sDGEQTB.mp4;53.8;55.42;1.62;41;0.67;Ева, ева! Шо биде бе баба? Падна ли? ЛИЦЕМЕРНА Така и ти треба да знааш! ЛИЦЕМЕРНА;-311;0.15;
clips/dvy8sdgeqtb_000016.wav;Така и ти треба да знааш.;gold;train;DVY8sDGEQTB.mp4;56.08;57.42;1.34;65;1.0;Така и ти треба да знааш! ЛИЦЕМЕРНА ЛИЦЕМЕРНА;-311;0.15;
clips/dvy8sdgeqtb_000017.wav;Бабе, јас не знам за болести.;silver;train;DVY8sDGEQTB.mp4;59.12;61.22;2.1;38;1.0;Бабе, јас не знам за болести! СПОРТИСТА Болестите знаат за мене!! СПОРТИСТА Болестите знаат за мене!! СПОРТИСТА TOP LIFE;-212;13;
clips/dvy8sdgeqtb_000018.wav;Болестите знаат за мене.;silver;train;DVY8sDGEQTB.mp4;61.3;62.86;1.56;42;1.0;Болестите знаат за мене!! СПОРТИСТА Болестите знаат за мене!! СПОРТИСТА TOP LIFE СПОРТИСТА;-212;13;
clips/dvy8sdgeqtb_000019.wav;Живото е чудо, ама и чудото може да се здосаде.;gold;train;DVY8sDGEQTB.mp4;65.62;69.02;3.4;61;1.0;ФИЛОЗОФ Живото е чудо!!! ФИЛОЗОФ Ама и чудото може да здосаде! ФИЛОЗОФ ФИЛОЗОФ;-212;13;
clips/dvl1rifdevf_000000.wav;Како да готвите директно на работната плоча, без видливи рингли?;gold;train;DVl1RifDEvf.mp4;0.24;3.86;3.62;89;1.0;КАКО ДА ГОТВИТЕ ДИРЕКТНО НА РАБОТНАТА ПЛОЧА БЕЗ ВИДЛИВИ РИНГИ? © СО НЕВИДЛИВАТА;-93;0.0;
clips/dvl1rifdevf_000001.wav;Со невидливата индукција, керамичката работна плоча се претвара во целосно функционална површина за готвење.;gold;train;DVl1RifDEvf.mp4;3.98;10.14;6.16;69;0.7;БЕЗ ВИДЛИВИ РИНГИ? © СО НЕВИДЛИВАТА ИНДУКЦИJА ICOO B РАБОТНА ПЛОЧА СЕ ПРЕТВОРА ВО ФУНКЦИОНАЛНА ПОВРШИНА ЗА ГОТВЕНЬЕ. САМАТА ТАА ПОВРШИНА;-93;0.0;
clips/dvl1rifdevf_000002.wav;Самата таа површина останува ладна и безбедна на допир, додека се загрева само садот.;gold;train;DVl1RifDEvf.mp4;10.28;15.66;5.38;82;0.82;ГОТВЕНЬЕ. САМАТА ТАА ПОВРШИНА ОСТАНУВАЛАДНА И БЕЗБЕДНА НА ДОПИР, ДОДЕКА СЕ ЗАГРЕВА САМО САДОТ. ТОА ЗНАЧИ ДЕКА;-93;0.0;
clips/dvl1rifdevf_000003.wav;Тоа значи дека готвењето, подготовката и сервирањето може да се одвиваат на истиот простор,;gold;train;DVl1RifDEvf.mp4;15.76;21.04;5.28;73;0.7;САМО САДОТ. ТОА ЗНАЧИ ДЕКА ГОТВЕНЬЕТО, СЕРВИРАНЬЕТО МОЖЕ ДА СЕ ОДВИВААТ НА ИСТИОТ ПРОСТОР, ВРЕДНА РАБОТНА;-93;0.0;
clips/dvl1rifdevf_000004.wav;ослободувајќи вредна работна површина и одржувајќи акуината чиста и минималистичка.;gold;train;DVl1RifDEvf.mp4;21.16;26.56;5.4;66;0.88;ИСТИОТ ПРОСТОР, ВРЕДНА РАБОТНА ПОВРШИНА И ОДРЖУВАЈКИ ЈА КУЖНАТА ЧИСТА И МИНИМАЛИСТИЧКА. BE3 RIНGI, BE3;-93;0.0;
clips/dvl1rifdevf_000005.wav;Без рингли, без команди, без неред, само слобода, дополнителен работен простор и модерна елеганција на кујната.;gold;train;DVl1RifDEvf.mp4;26.56;33.68;7.12;75;0.79;МИНИМАЛИСТИЧКА. BE3 RIНGI, BE3 КОМАНДИ, БЕЗ НЕРЕД, САМО ДОПОЛНИТЕЛЕН РАБОТЕН ПРОСТОР И /I МОДЕРНА ЕЛЕГАНЦИЗА НА КУJНАТА.;-0.16;2;
clips/dvnohhpjhzn_000000.wav;Значи не флевме дома дека не изедаме, нема на децата даване.;gold;train;DVnohhPjHzN.mp4;0.95;4.47;3.52;62;0.75;Значи не флеваме дома додеканеизедаме Нема на децата даване Ее децата не треба да јадат такво;-0.3;0.0;
clips/dvnohhpjhzn_000001.wav;Е, деца не треба да јаат такво.;silver;train;DVnohhPjHzN.mp4;4.63;6.27;1.64;42;1.0;Нема на децата даване Ее децата не треба да јадат такво Ее децата не треба да јадат TaKBO Златен Фасун дома;-0.3;0.0;
;Златен фасол дома?;rejected;;DVnohhPjHzN.mp4;6.55;7.45;0.9;0;0.0;;-0.3;0.0;too short
;А моја те говориш?;rejected;;DVnohhPjHzN.mp4;7.73;8.67;0.94;0;0.0;;-0.3;0.0;too short
;Дома.;rejected;;DVnohhPjHzN.mp4;8.93;9.33;0.4;0;0.0;;-0.3;0.0;too short
clips/dvnohhpjhzn_000005.wav;Ај Снежа ти не говори влеви, ај од тебе, еден тост за тебе одзад, ајде.;silver;train;DVnohhPjHzN.mp4;9.37;12.73;3.36;57;0.25;АјСнеже ти не говори влеви, има еден Тост за тебеудзад Ајде!!!;-0.3;0.0;
clips/dvnohhpjhzn_000006.wav;Се си манаџии, флеве, ајде.;gold;train;DVnohhPjHzN.mp4;13.29;14.69;1.4;75;0.67;Ајде!!! Се си МАНАЦИИ влевиај Флеви..;-0.3;0.0;
;Флеве.;rejected;;DVnohhPjHzN.mp4;15.13;15.53;0.4;0;0.0;;-0.3;0.0;too short
clips/dvthvkmce1f_000000.wav;Ало, Беттче, падна ви секиирта у медо.;silver;test;DVthVKMCE1f.mp4;0.99;4.69;3.7;36;0.8;црвена Ало Беттче... Падна ви секирта умедо! црвена Ного арен дечко има таа твојта внукичка, ного ме аресе!!! FILA;-278;0.0;
clips/dvthvkmce1f_000001.wav;Ного арен дечко има таа твоја внукичка, многу ма аресе.;silver;test;DVthVKMCE1f.mp4;5.05;8.19;3.14;43;0.67;црвена Ного арен дечко има таа твојта внукичка, ного ме аресе!!! FILA црвена FILA FIL црвена Е не го познавам. Е шо е битно FILA FIL;-278;0.0;
clips/dvthvkmce1f_000002.wav;И не го познавам.;silver;test;DVthVKMCE1f.mp4;8.35;9.59;1.24;38;1.0;црвена FILA FIL црвена Е не го познавам. Е шо е битно FILA FIL;-278;0.0;
clips/dvthvkmce1f_000003.wav;И шо е битно, од која фамилија, човек по пазарлаку се познава.;silver;test;DVthVKMCE1f.mp4;9.71;12.77;3.06;56;0.86;црвена Е не го познавам. Е шо е битно FILA FIL црвена од коо фамилија е? Човеко по пазарл'ко се познава. FILA FIL;-278;0.0;
clips/dvthvkmce1f_000004.wav;И как што има врска.;silver;test;DVthVKMCE1f.mp4;14.98;16.46;1.48;47;1.0;црвена црвена Е как шо има врска?!?! FILA црвена FILA FIL;-278;0.0;
clips/dvthvkmce1f_000005.wav;Некнии, случајно го видех, грабнал 5-6 кесина значи, јако дете.;silver;test;DVthVKMCE1f.mp4;17.26;22.2;4.94;44;0.78;црвена FILA FIL Некни СЛУЧАЈНО го видех, грабнал 5-6 кесина MARKETI цpвена Значи јако дете MAPKET црвена Друго, пазарува од ЦРВЕНА РУЖА МаРКЕТИ Друго, пазарува од ЦРВЕНА РУЖА марКЕТИ;-278;0.0;
clips/dvthvkmce1f_000006.wav;Друго, пазарува у Црвена Ружа маркети, значи, економичен е.;silver;test;DVthVKMCE1f.mp4;22.34;26.22;3.88;48;1.0;MAPKET црвена Друго, пазарува од ЦРВЕНА РУЖА МаРКЕТИ Друго, пазарува од ЦРВЕНА РУЖА марКЕТИ M Значи ЕКОнОМИЧЕНе, там е најефтино! Трето патриот е! Купува од наши маркети-струмички;-278;0.0;
clips/dvthvkmce1f_000007.wav;Там е најефтино.;silver;test;DVthVKMCE1f.mp4;26.32;27.48;1.16;30;1.0;Значи ЕкОнОмИчЕн e там е најефтино! Трето патриот е! Купува од наши маркети-струмички;-278;0.0;
clips/dvthvkmce1f_000008.wav;Трето, патриот бе, купува од наши маркети струмички, некни, макнаше џогер, тенџерина, играчки, се од црвена ружа, значи не е рашатар, купува се од едно место.;gold;test;DVthVKMCE1f.mp4;27.48;38.14;10.66;72;0.84;Трето патриот е! Купува од наши маркети-струмички Некни, макнаше цогер, тенцерина играчки. СЕ од Црвена Ружа by Значи не е рашатар, купува се од едно место! Зашо ти свонам?! цвена Да питах тама некој братучедда нема за внукичката??;-0.21;8;
;Зашто ти дзвонам?;rejected;;DVthVKMCE1f.mp4;38.22;38.92;0.7;0;0.0;;-0.21;8;too short
clips/dvthvkmce1f_000010.wav;Да питах тама некој братучед да нема за внукичката.;gold;test;DVthVKMCE1f.mp4;39.02;41.68;2.66;71;0.67;цвена Да питах тама некој братучедда нема за внукичката??;-0.21;8;
clips/dvthvkmce1f_000011.wav;Е, исклучи ми.;silver;test;DVthVKMCE1f.mp4;42.21;43.41;1.2;51;0.0;ЦB Eј искльучи ми!;-0.21;8;
clips/dvthvkmce1f_000012.wav;Нее ќе га питам, ќе си најдам некој зет на акција и јас поарен.;gold;test;DVthVKMCE1f.mp4;44.05;47.15;3.1;76;0.67;2 Нее ке га питам! Ке си најдам некој зет на акција јас py Ya;-0.21;8;
clips/dvyd8hrk8_5_000000.wav;Баб Ружо! Баб Ружо! Шо правате?;silver;train;DVyD8HRk8-5.mp4;0.0;4.54;4.54;61;0.5;Баб Ружо Абе шо правате?!?!;-451;0.0;
;Бобружо!;rejected;;DVyD8HRk8-5.mp4;7.7;8.18;0.48;0;0.0;;-451;0.0;too short
clips/dvyd8hrk8_5_000002.wav;Еј е ќере шо? Децата ја ги играат си мирни са гласни.;gold;train;DVyD8HRk8-5.mp4;9.41;14.05;4.64;69;0.6;Еје кере шо? Децата... играат си, мирни се... Глас нема...;-451;0.0;
clips/dvyd8hrk8_5_000003.wav;Да, гласни има. Дремнала сам малко од таа серијата што га гледах.;gold;train;DVyD8HRk8-5.mp4;14.29;18.43;4.14;62;0.78;Глас нема... Дремнала сам малко од таа серијата шо га гледах. Ај бабе една чаша војчка ми донеси.;-451;0.0;
clips/dvyd8hrk8_5_000004.wav;Ај, бабе, една чаша војчка ми донеси.;silver;train;DVyD8HRk8-5.mp4;18.53;20.43;1.9;46;0.8;Дремнала сам малко од таа серијата шо га гледах. Ај бабе една чаша војчка ми донеси. Сее под контрол...;-451;0.0;
;Јас.;rejected;;DVyD8HRk8-5.mp4;20.93;21.41;0.48;0;0.0;;-451;0.0;too short
clips/dvyd8hrk8_5_000006.wav;Сее контрола не се секири. Ај, на баба златни деца, мори види ги ного ме слушат.;silver;train;DVyD8HRk8-5.mp4;21.41;25.63;4.22;71;0.55;Сее под контрол... Не se skиrи. Ај на баба... златни деца мори!! S Види ги, ного ме слушат!;-451;0.0;
clips/dw1yynhcnj4_000000.wav;Абе, дека сте?;silver;train;DW1YynhCNj4.mp4;0.0;1.02;1.02;32;0.67;АBE ДЕКА СТЕ? express ЛА ДОЈДЕМЕ Pipress ЛА ДОЈДЕМЕ;-328;0.0;
clips/dw1yynhcnj4_000001.wav;Е, ја дојдееме.;silver;train;DW1YynhCNj4.mp4;1.46;2.52;1.06;26;0.0;express ЛА ДОЈДЕМЕ Pipress ЛА ДОЈДЕМЕ СЕ ЛИ ЗЕМАТЕ ОД ДОМА?;-328;0.0;
clips/dw1yynhcnj4_000002.wav;Се ли земате од дома?;silver;train;DW1YynhCNj4.mp4;2.88;4.34;1.46;51;0.5;Pipress ЛА ДОЈДЕМЕ СЕ ЛИ ЗЕМАТЕ ОД ДОМА? ДА ЗЕМАМЕ;-328;0.0;
;Да, земаме.;rejected;;DW1YynhCNj4.mp4;4.5;5.16;0.66;0;0.0;;-328;0.0;too short
;Книшка?;rejected;;DW1YynhCNj4.mp4;5.9;6.38;0.48;0;0.0;;-328;0.0;too short
;Да.;rejected;;DW1YynhCNj4.mp4;6.66;6.98;0.32;0;0.0;;-328;0.0;too short
clips/dw1yynhcnj4_000006.wav;Одобрени од родител?;silver;train;DW1YynhCNj4.mp4;7.72;9.02;1.3;56;1.0;ДА. ОДОБРЕНИЕ ОД РОДИТЕЛ? ЗЕМАНО. КАЖАТЕ ЛИ СЕ ДОМА?;-328;0.0;
;Земано.;rejected;;DW1YynhCNj4.mp4;9.24;9.66;0.42;0;0.0;;-328;0.0;too short
clips/dw1yynhcnj4_000008.wav;Кажете ли се дома?;gold;train;DW1YynhCNj4.mp4;10.1;11.2;1.1;66;1.0;КАЖАТЕ ЛИ СЕ ДОМА? ДА. 2 А ПАСОШИ?;-328;0.0;
;Да.;rejected;;DW1YynhCNj4.mp4;11.44;11.66;0.22;0;0.0;;-328;0.0;too short
;А пасуши?;rejected;;DW1YynhCNj4.mp4;11.92;12.86;0.94;0;0.0;;-328;0.0;too short
;Им, им.;rejected;;DW1YynhCNj4.mp4;13.08;13.76;0.68;0;0.0;;-328;0.0;too short
;Терајци?;rejected;;DW1YynhCNj4.mp4;14.22;14.7;0.48;0;0.0;;-328;0.0;too short
;Ај.;rejected;;DW1YynhCNj4.mp4;14.88;15.26;0.38;0;0.0;;-328;0.0;too short
;Стој.;rejected;;DW1YynhCNj4.mp4;16.35;16.83;0.48;0;0.0;;-328;0.0;too short
clips/dw1yynhcnj4_000015.wav;А баба Ружа?;silver;train;DW1YynhCNj4.mp4;17.21;18.47;1.26;86;0.5;А БАБА РУЖА?;-328;0.0;
