metadata_popravka
metadata_full;;;;;;;
file_name;text;source;split;video;start;end;duration
clips/dvtrjsaiftl_000016.wav;Ја и кафенца ни сварии тука. Не не на тебе ќе текне да ми свараш едно кафе.;silver;train;DVTrjsaiFtl.mp4;50.91;54.83;3.92
clips/dvtrjsaiftl_000017.wav;Ај арно му се имаме да не се раскарам, ајде.;silver;train;DVTrjsaiFtl.mp4;54.91;56.63;1.72
clips/dvy8sdgeqtb_000000.wav;Јас ништо не питувам. Само гледам.;gold;train;DVY8sDGEQTB.mp4;1.17;3.39;2.22
clips/dvy8sdgeqtb_000001.wav;Саа ќе виите вии топката. Јас не го оговарам.;silver;train;DVY8sDGEQTB.mp4;5.16;9.16;4.0
clips/dvy8sdgeqtb_000002.wav;Јас нејќам да кажам кој го фрле ѓубрато вонка од контењеро;silver;train;DVY8sDGEQTB.mp4;9.2;12.14;2.94
clips/dvy8sdgeqtb_000003.wav;да не излезе после оти Рада била ѓубрарката у маалта.;silver;train;DVY8sDGEQTB.mp4;12.14;14.76;2.62
clips/dvy8sdgeqtb_000004.wav;Ева, ева. Бабе, ело тука на една Савето.;silver;train;DVY8sDGEQTB.mp4;14.92;17.88;2.96
clips/dvy8sdgeqtb_000005.wav;На сајве, сав нешто.;silver;train;DVY8sDGEQTB.mp4;19.23;20.85;1.62
clips/dvy8sdgeqtb_000006.wav;На Мара рецепт да пуштам.;silver;train;DVY8sDGEQTB.mp4;21.17;22.51;1.34
clips/dvy8sdgeqtb_000007.wav;О, на баба знајаах ќе се разболеа јас тава дете го гледам од вчера нешто малаксанко.;silver;train;DVY8sDGEQTB.mp4;22.71;26.95;4.24
clips/dvy8sdgeqtb_000008.wav;Е,сичко ма боле. Вените ма боле, жилите ме болат, сичко не можам.;silver;train;DVY8sDGEQTB.mp4;27.13;30.83;3.7
clips/dvy8sdgeqtb_000009.wav;Ја да станам, не можам.;silver;train;DVY8sDGEQTB.mp4;30.83;32.07;1.24
clips/dvy8sdgeqtb_000010.wav;Шо баба? Не си гладен? Ако, ќе јадаш.;silver;train;DVY8sDGEQTB.mp4;32.67;36.15;3.48
clips/dvy8sdgeqtb_000011.wav;Шо било расипано? Шо?;silver;train;DVY8sDGEQTB.mp4;37.19;38.55;1.36
clips/dvy8sdgeqtb_000012.wav;Сос? Сок? Сол?;silver;train;DVY8sDGEQTB.mp4;39.29;41.7;2.41
clips/dvy8sdgeqtb_000013.wav;Имам теорија, оти тај со бемвето, он не е зето, он е љубовнико,;silver;train;DVY8sDGEQTB.mp4;42.75;47.19;4.44
clips/dvy8sdgeqtb_000014.wav;а тај со каравано, аудито, е он е.. е... е он ќе видиме шо ке е.;silver;train;DVY8sDGEQTB.mp4;47.31;52.94;5.63
clips/dvy8sdgeqtb_000015.wav;Шо биде баба, падна ли?;silver;train;DVY8sDGEQTB.mp4;53.8;55.42;1.62
clips/dvy8sdgeqtb_000016.wav;Така и ти треба да знааш.;gold;train;DVY8sDGEQTB.mp4;56.08;57.42;1.34
clips/dvy8sdgeqtb_000017.wav;Бабе, јас не знам за болести.;silver;train;DVY8sDGEQTB.mp4;59.12;61.22;2.1
clips/dvy8sdgeqtb_000018.wav;Болестите знаат за мене.;silver;train;DVY8sDGEQTB.mp4;61.3;62.86;1.56
clips/dvy8sdgeqtb_000019.wav;Живото е чудо, ама и чудото може да се здосаде.;gold;train;DVY8sDGEQTB.mp4;65.62;69.02;3.4
clips/dvl1rifdevf_000000.wav;Како да готвите директно на работната плоча, без видливи рингли?;gold;train;DVl1RifDEvf.mp4;0.24;3.86;3.62
clips/dvl1rifdevf_000001.wav;Со невидливата индукција, керамичката работна плоча се претвара во целосно функционална површина за готвење.;gold;train;DVl1RifDEvf.mp4;3.98;10.14;6.16
clips/dvl1rifdevf_000002.wav;Самата таа површина останува ладна и безбедна на допир, додека се загрева само садот.;gold;train;DVl1RifDEvf.mp4;10.28;15.66;5.38
clips/dvl1rifdevf_000003.wav;Тоа значи дека готвењето, подготовката и сервирањето може да се одвиваат на истиот простор,;gold;train;DVl1RifDEvf.mp4;15.76;21.04;5.28
clips/dvl1rifdevf_000004.wav;ослободувајќи вредна работна површина и одржувајќи акуината чиста и минималистичка.;gold;train;DVl1RifDEvf.mp4;21.16;26.56;5.4
clips/dvl1rifdevf_000005.wav;Без рингли, без команди, без неред, само слобода, дополнителен работен простор и модерна елеганција на кујната.;gold;train;DVl1RifDEvf.mp4;26.56;33.68;7.12
clips/dvnohhpjhzn_000000.wav;Значи не флевме дома дека не изедаме, нема на децата даване.;gold;train;DVnohhPjHzN.mp4;0.95;4.47;3.52
clips/dvnohhpjhzn_000001.wav;Е, деца не треба да јаат такво.;silver;train;DVnohhPjHzN.mp4;4.63;6.27;1.64
;Златен фасол дома?;rejected;;DVnohhPjHzN.mp4;6.55;7.45;0.9
;А моја те говориш?;rejected;;DVnohhPjHzN.mp4;7.73;8.67;0.94
;Дома.;rejected;;DVnohhPjHzN.mp4;8.93;9.33;0.4
clips/dvnohhpjhzn_000005.wav;Ај Снежа ти не говори влеви, ај од тебе, еден тост за тебе одзад, ајде.;silver;train;DVnohhPjHzN.mp4;9.37;12.73;3.36
clips/dvnohhpjhzn_000006.wav;Се си манаџии, флеве, ајде.;gold;train;DVnohhPjHzN.mp4;13.29;14.69;1.4
;Флеве.;rejected;;DVnohhPjHzN.mp4;15.13;15.53;0.4
clips/dvthvkmce1f_000000.wav;Ало, Беттче, падна ви секиирта у медо.;silver;test;DVthVKMCE1f.mp4;0.99;4.69;3.7
clips/dvthvkmce1f_000001.wav;Ного арен дечко има таа твоја внукичка, многу ма аресе.;silver;test;DVthVKMCE1f.mp4;5.05;8.19;3.14
clips/dvthvkmce1f_000002.wav;И не го познавам.;silver;test;DVthVKMCE1f.mp4;8.35;9.59;1.24
clips/dvthvkmce1f_000003.wav;И шо е битно, од која фамилија, човек по пазарлаку се познава.;silver;test;DVthVKMCE1f.mp4;9.71;12.77;3.06
clips/dvthvkmce1f_000004.wav;И как што има врска.;silver;test;DVthVKMCE1f.mp4;14.98;16.46;1.48
clips/dvthvkmce1f_000005.wav;Некнии, случајно го видех, грабнал 5-6 кесина значи, јако дете.;silver;test;DVthVKMCE1f.mp4;17.26;22.2;4.94
clips/dvthvkmce1f_000006.wav;Друго, пазарува у Црвена Ружа маркети, значи, економичен е.;silver;test;DVthVKMCE1f.mp4;22.34;26.22;3.88
clips/dvthvkmce1f_000007.wav;Там е најефтино.;silver;test;DVthVKMCE1f.mp4;26.32;27.48;1.16
clips/dvthvkmce1f_000008.wav;Трето, патриот бе, купува од наши маркети струмички, некни, макнаше џогер, тенџерина, играчки, се од црвена ружа, значи не е рашатар, купува се од едно место.;gold;test;DVthVKMCE1f.mp4;27.48;38.14;10.66
;Зашто ти дзвонам?;rejected;;DVthVKMCE1f.mp4;38.22;38.92;0.7
clips/dvthvkmce1f_000010.wav;Да питах тама некој братучед да нема за внукичката.;gold;test;DVthVKMCE1f.mp4;39.02;41.68;2.66
clips/dvthvkmce1f_000011.wav;Е, исклучи ми.;silver;test;DVthVKMCE1f.mp4;42.21;43.41;1.2
clips/dvthvkmce1f_000012.wav;Нее ќе га питам, ќе си најдам некој зет на акција и јас поарен.;gold;test;DVthVKMCE1f.mp4;44.05;47.15;3.1
clips/dvyd8hrk8_5_000000.wav;Баб Ружо! Баб Ружо! Шо правате?;silver;train;DVyD8HRk8-5.mp4;0.0;4.54;4.54
;Бобружо!;rejected;;DVyD8HRk8-5.mp4;7.7;8.18;0.48
clips/dvyd8hrk8_5_000002.wav;Еј е ќере шо? Децата ја ги играат си мирни са гласни.;gold;train;DVyD8HRk8-5.mp4;9.41;14.05;4.64
clips/dvyd8hrk8_5_000003.wav;Да, гласни има. Дремнала сам малко од таа серијата што га гледах.;gold;train;DVyD8HRk8-5.mp4;14.29;18.43;4.14
clips/dvyd8hrk8_5_000004.wav;Ај, бабе, една чаша војчка ми донеси.;silver;train;DVyD8HRk8-5.mp4;18.53;20.43;1.9
;Јас.;rejected;;DVyD8HRk8-5.mp4;20.93;21.41;0.48
clips/dvyd8hrk8_5_000006.wav;Сее контрола не се секири. Ај, на баба златни деца, мори види ги ного ме слушат.;silver;train;DVyD8HRk8-5.mp4;21.41;25.63;4.22
clips/dw1yynhcnj4_000000.wav;Абе, дека сте?;silver;train;DW1YynhCNj4.mp4;0.0;1.02;1.02
clips/dw1yynhcnj4_000001.wav;Е, ја дојдееме.;silver;train;DW1YynhCNj4.mp4;1.46;2.52;1.06
clips/dw1yynhcnj4_000002.wav;Се ли земате од дома?;silver;train;DW1YynhCNj4.mp4;2.88;4.34;1.46
;Да, земаме.;rejected;;DW1YynhCNj4.mp4;4.5;5.16;0.66
;Книшка?;rejected;;DW1YynhCNj4.mp4;5.9;6.38;0.48
;Да.;rejected;;DW1YynhCNj4.mp4;6.66;6.98;0.32
clips/dw1yynhcnj4_000006.wav;Одобрени од родител?;silver;train;DW1YynhCNj4.mp4;7.72;9.02;1.3
;Земано.;rejected;;DW1YynhCNj4.mp4;9.24;9.66;0.42
clips/dw1yynhcnj4_000008.wav;Кажете ли се дома?;gold;train;DW1YynhCNj4.mp4;10.1;11.2;1.1
;Да.;rejected;;DW1YynhCNj4.mp4;11.44;11.66;0.22
;А пасуши?;rejected;;DW1YynhCNj4.mp4;11.92;12.86;0.94
;Им, им.;rejected;;DW1YynhCNj4.mp4;13.08;13.76;0.68
;Терајци?;rejected;;DW1YynhCNj4.mp4;14.22;14.7;0.48
;Ај.;rejected;;DW1YynhCNj4.mp4;14.88;15.26;0.38
;Стој.;rejected;;DW1YynhCNj4.mp4;16.35;16.83;0.48
clips/dw1yynhcnj4_000015.wav;А баба Ружа?;silver;train;DW1YynhCNj4.mp4;17.21;18.47;1.26
clips/dw1yynhcnj4_000016.wav;Полека бе, бабе, ќе ме забораваате, полека.;gold;train;DW1YynhCNj4.mp4;21.52;23.56;2.04
clips/dw1yynhcnj4_000017.wav;Ќе ме забораваате.;silver;train;DW1YynhCNj4.mp4;25.48;26.82;1.34
clips/dw1yynhcnj4_000018.wav;Ајде, баба Ружа, давај торбите.;silver;train;DW1YynhCNj4.mp4;26.92;28.38;1.46
clips/dw1yynhcnj4_000019.wav;Ако господ те забраае, ние нема да те забраеме.;silver;train;DW1YynhCNj4.mp4;28.62;31.5;2.88
clips/dw1yynhcnj4_000020.wav;Хе, хе, хе, што се ајде.;silver;train;DW1YynhCNj4.mp4;32.24;33.88;1.64
clips/dw6rwhydbqa_000000.wav;Знааш шо има ново.;silver;train;DW6rWhyDBQA.mp4;1.2;2.44;1.24
clips/dw6rwhydbqa_000001.wav;Аман, Мори Снежо, изгорна се да уговараш, еј!;silver;train;DW6rWhyDBQA.mp4;2.44;4.78;2.34
clips/dw6rwhydbqa_000002.wav;Абе не уговарам. Цел град говоре за него.;gold;train;DW6rWhyDBQA.mp4;5.14;7.94;2.8
clips/dw6rwhydbqa_000003.wav;Не се дружи со Вера, ќе те испорасипа.;silver;train;DW6rWhyDBQA.mp4;8.22;10.8;2.58
clips/dw6rwhydbqa_000004.wav;Мене нема интересире ништо!.;silver;train;DW6rWhyDBQA.mp4;10.98;12.94;1.96
;Аба е.;rejected;;DW6rWhyDBQA.mp4;13.08;13.64;0.56
clips/dw6rwhydbqa_000006.wav;Абе слуша саа ти, ости тии работи. Жено, живеј бе!;gold;train;DW6rWhyDBQA.mp4;13.64;17.38;3.74
clips/dw6rwhydbqa_000007.wav;Знаете ли што има ново у градо? Ново концепт мени.;silver;train;DW6rWhyDBQA.mp4;19.22;23.27;4.05
clips/dw6rwhydbqa_000008.wav;500 калории. Се избалансирано.;silver;train;DW6rWhyDBQA.mp4;23.33;25.37;2.04
clips/dw6rwhydbqa_000009.wav;Протеини, зеленчук, јаглихидрати, се е измислено за вас.;silver;train;DW6rWhyDBQA.mp4;26.47;29.65;3.18
clips/dw6rwhydbqa_000010.wav;А што најважно, не можеш да се мисљаш и шо да готваш.;silver;train;DW6rWhyDBQA.mp4;30.62;33.9;3.28
;Стоп!;rejected;;DW6rWhyDBQA.mp4;34.36;34.84;0.48
clips/dw6rwhydbqa_000012.wav;Таа ми раѓалаати па!;silver;train;DW6rWhyDBQA.mp4;37.67;39.29;1.62
;Ај да порачаме.;rejected;;DW6rWhyDBQA.mp4;40.3;41.26;0.96
clips/dw6rwhydbqa_000014.wav;Какво порачуване на Снежо во последен пат од интернет?;gold;train;DW6rWhyDBQA.mp4;41.26;43.96;2.7
clips/dw6rwhydbqa_000015.wav;Ка порачи гел за вени, стигна лепак за глупци.;silver;train;DW6rWhyDBQA.mp4;43.96;45.88;1.92
clips/dw6rwhydbqa_000016.wav;Три дена бејах залепана на столо.;silver;train;DW6rWhyDBQA.mp4;45.96;47.44;1.48
;И смо модерни женски.;rejected;;DW6rWhyDBQA.mp4;47.46;48.34;0.88
clips/dw6rwhydbqa_000018.wav;Ај, директ у концепт одаме ајј.;silver;train;DW6rWhyDBQA.mp4;48.44;50.12;1.68
clips/dw6rwhydbqa_000019.wav;Нели не те интересираше?! Ружо, Ружооо...;silver;train;DW6rWhyDBQA.mp4;51.19;53.15;1.96
clips/dw6rwhydbqa_000020.wav;Ај Снежо врви пред мене ај;silver;train;DW6rWhyDBQA.mp4;53.75;54.97;1.22
clips/dw9ryljdjhl_000000.wav;Слуши, ќе ти кажам шо сам разберала, ама на никој не смееш да зуцнаш.;gold;train;DW9RYLJDJHl.mp4;2.48;7.56;5.08
clips/dw9ryljdjhl_000001.wav;Евааа!!! Шо расправаш?;silver;train;DW9RYLJDJHl.mp4;11.65;14.06;2.41
clips/dw9ryljdjhl_000002.wav;Вонредни вести се јавуваме у центар на Струмица.;silver;train;DW9RYLJDJHl.mp4;15.75;18.79;3.04
clips/dw9ryljdjhl_000003.wav;Ја шо мојата внукичка ми кажа да не кажувам.;silver;train;DW9RYLJDJHl.mp4;18.95;21.61;2.66
clips/dwegznkjjot_000000.wav;Добро е Баба Ружо, притисоко стабилизиран, ама деца ќе мора да га оставате баба малко да одморе.;silver;train;DWEgZNkjJOT.mp4;1.14;7.98;6.84
clips/dwegznkjjot_000001.wav;Ама нии сме гладни.;silver;train;DWEgZNkjJOT.mp4;8.32;10.58;2.26
clips/dwegznkjjot_000002.wav;Гладни ли сте? Ајде, одма станувам да направам нешто за јадене.;gold;train;DWEgZNkjJOT.mp4;10.66;14.38;3.72
clips/dwmdvjrd1h4_000000.wav;Ке ми кажат, Баба Ружо глеј си кокошките, сакам бе кере, ама не можам веќе, ама има некој многу шо ного поарно што ги гледе.;gold;test;DWMDVjRD1H4.mp4;0.21;6.11;5.9
clips/dwmdvjrd1h4_000001.wav;Види ги, живеат поуво од министри, поразгалени се, уд син единец на мајка, а порелаксирани се од снаата коо оде кај сваќата на госте.;gold;test;DWMDVjRD1H4.mp4;7.1;14.72;7.62
clips/dwmdvjrd1h4_000002.wav;Ајде лепа, ајде брена, ајде цецо!;gold;test;DWMDVjRD1H4.mp4;15.95;18.61;2.66
clips/dwmdvjrd1h4_000003.wav;Види љушпа! А ж'чката ка ке га видаш.... Одма знааш право оти тии кокошки се виделесонце Не сијалици.;gold;test;DWMDVjRD1H4.mp4;21.32;26.6;5.28
;Улека бабе!;rejected;;DWMDVjRD1H4.mp4;27.62;28.36;0.74
clips/dwmdvjrd1h4_000005.wav;Полека бабе! А такачка, ако сакаш домашни убави јајца, земи си од тука!;silver;test;DWMDVjRD1H4.mp4;28.36;35.02;6.66
clips/dwzwcfrdz6p_000000.wav;Мамо, пато, работата ја сериозно. Светот се менува. Вештачката интелигенција веќе знае се. Проблемот не е до технологијата. олку што јас само гледам, а не создавам.;silver;train;DWZWCFrDZ6P.mp4;1.1;14.34;13.24
clips/dwzwcfrdz6p_000001.wav;Ми барам бизнес инвестиција од 500 денари во парата и глава. Ми требаат 90 минути чиста научна акција и за возврат добивате искуство што го менува начинот на кој е размислувате.;silver;train;DWZWCFrDZ6P.mp4;14.68;26.58;11.9
;и оме ли долго?;rejected;;DWZWCFrDZ6P.mp4;27.5;28.56;1.06
;Шо мислите, ќе ги убавам ли на моите родители;rejected;;DWZWCFrDZ6P.mp4;29.5;32.06;2.56
;да му пушат на Роѓ mangeантуро?;rejected;;DWZWCFrDZ6P.mp4;32.06;33.74;1.68
;Дааааа;rejected;;DWZWCFrDZ6P.mp4;34.26;34.7;0.44
;Деѓја се, дойдете напрели, и пустиме на РоѓKhranhgAventura;rejected;;DWZWCFrDZ6P.mp4;34.7;38.28;3.58
clips/dwwzmwejcxc_000000.wav;Абе страх мее!! Нем бе баба нем Ејгиди шо доживејах!!;gold;train;DWwZMWEjCxc.mp4;0.0;2.96;2.96
clips/dwwzmwejcxc_000001.wav;Абе Баба Ружо, не боле как комарче е, глеј.;silver;train;DWwZMWEjCxc.mp4;3.16;6.9;3.74
clips/dwwzmwejcxc_000002.wav;Абе ај ти јака женска си!!;silver;train;DWwZMWEjCxc.mp4;6.96;9.34;2.38
clips/dwwzmwejcxc_000003.wav;Нели си модерна, ти, баба?;gold;train;DWwZMWEjCxc.mp4;9.42;11.22;1.8
clips/dwwzmwejcxc_000004.wav;Не боле, Баба Ружо, не боле, бабружо.;silver;train;DWwZMWEjCxc.mp4;11.46;13.24;1.78
clips/dwwzmwejcxc_000005.wav;Ама ќе си поубава од снаата!!!;silver;train;DWwZMWEjCxc.mp4;13.34;15.18;1.84
clips/dwwzmwejcxc_000006.wav;Шо ке и праааме?;silver;train;DWwZMWEjCxc.mp4;15.78;17.02;1.24
clips/dwwzmwejcxc_000007.wav;Еј Баба Ружо, виј каков прстен! Види види...;silver;train;DWwZMWEjCxc.mp4;17.28;19.78;2.5
;Иде.;rejected;;DWwZMWEjCxc.mp4;21.8;22.12;0.32
clips/dwwzmwejcxc_000009.wav;Еее, стварно не боле.;gold;train;DWwZMWEjCxc.mp4;22.6;23.82;1.22
clips/dwwzmwejcxc_000010.wav;Не се секири.;silver;train;DWwZMWEjCxc.mp4;24.12;25.92;1.8
clips/dwwzmwejcxc_000011.wav;Бива ли саа јас да ве почастам нешто на вас?;gold;train;DWwZMWEjCxc.mp4;26.16;28.08;1.92
clips/dwwzmwejcxc_000012.wav;!!! 1!! Тии може за керката... И за мене да си земам некој!;gold;train;DWwZMWEjCxc.mp4;28.08;33.55;5.47
clips/dwwzmwejcxc_000013.wav;За сино, за зето, за снајичката тука.;gold;train;DWwZMWEjCxc.mp4;33.55;36.79;3.24
clips/dwwzmwejcxc_000014.wav;Како се изнапознав?;silver;train;DWwZMWEjCxc.mp4;36.91;48.16;11.25
clips/dx7oysimsav_000000.wav;Дали некогаш сте виделе плоча за готвење без видливи рингли?;gold;train;DX7oYsIMSaV.mp4;0.0;3.6;3.6
clips/dx7oysimsav_000001.wav;Замислете да готвите директно на вашата работна површина,;gold;train;DX7oYsIMSaV.mp4;3.64;6.92;3.28
clips/dx7oysimsav_000002.wav;кадешто само магнетната индукција ги загрева садовите,;silver;train;DX7oYsIMSaV.mp4;6.96;10.26;3.3
clips/dx7oysimsav_000003.wav;додека самата површина останува ладна на допир.;gold;train;DX7oYsIMSaV.mp4;10.32;13.1;2.78
;Тоа е инвиза кук.;rejected;;DX7oYsIMSaV.mp4;13.18;14.16;0.98
clips/dx7oysimsav_000005.wav;Внесува елеганција и луксуз во вашата кујна.;gold;train;DX7oYsIMSaV.mp4;14.28;17.18;2.9
clips/dxjldwcddqd_000000.wav;Само се шегувам. Дури и кога готвите подолго, како што правевме ние, не грижете се и не можете да се изборите со инвизакук.;gold;train;DXJlDwcDDQd.mp4;1.83;9.37;7.54
clips/dxr2agbiglt_000000.wav;Извини, извини. Полека баба, не се секири. Слуши да те питам нешто.;silver;train;DXR2agbiGLt.mp4;0.97;4.72;3.75
clips/dxr2agbiglt_000001.wav;Ти газдата ли си? Не, не си газда, а? Ими, зашо возеш си газда?;silver;train;DXR2agbiGLt.mp4;4.78;8.5;3.72
clips/dxr2agbiglt_000002.wav;Наместо да одмараш. Слуша да те питам нешто. Ти јаден ли си, бе сине?;gold;train;DXR2agbiGLt.mp4;9.08;11.72;2.64
clips/dxr2agbiglt_000003.wav;А? Мајца, имаш ли одоздола? Ева Боже, ќе ја измрзна детто.;silver;train;DXR2agbiGLt.mp4;11.98;15.54;3.56
clips/dxr2agbiglt_000004.wav;А тај тук автобус многу ли е брз? Колку брзини има?;silver;train;DXR2agbiGLt.mp4;15.58;18.2;2.62
clips/dxr2agbiglt_000005.wav;Шшш, леташ, нели? Слуши, јас ќе одам едно тосче да ти направам, бива ли?;silver;train;DXR2agbiGLt.mp4;18.46;21.0;2.54
clips/dxr2agbiglt_000006.wav;Може ли? Ај на баба, дете, мури види го!;silver;train;DXR2agbiGLt.mp4;21.0;23.02;2.02
clips/dxr2agbiglt_000007.wav;Само да знаете, сега застануваме на пауза.;gold;train;DXR2agbiGLt.mp4;24.76;27.12;2.36
clips/dxr2agbiglt_000008.wav;Чекај, ај на баба, море види.;silver;train;DXR2agbiGLt.mp4;31.2;32.58;1.38
clips/dxr2agbiglt_000009.wav;НА БАБА ШО УБАВО ВОЗИ;silver;train;DXR2agbiGLt.mp4;33.84;35.86;2.02
clips/dxr2agbiglt_000010.wav;СЕГА ДА ИМА ЕДНА 500 ДА ТИ ДАДААХ;silver;train;DXR2agbiGLt.mp4;36.36;37.8;1.44
;Ама и други опа.;rejected;;DXR2agbiGLt.mp4;38.46;39.4;0.94
clips/dxuz7hwev_1_000000.wav;Претходната влада на ВМРО воведе со закон регистар на педофилија.;silver;train;DXuZ7HwEV_1.mp4;0.0;4.54;4.54
;СДС го укина?;rejected;;DXuZ7HwEV_1.mp4;4.86;5.78;0.92
;СДС го укина.;rejected;;DXuZ7HwEV_1.mp4;5.9;6.64;0.74
clips/dxuz7hwev_1_000003.wav;Го нема онлајн.;silver;train;DXuZ7HwEV_1.mp4;6.76;7.86;1.1
clips/dxuz7hwev_1_000004.wav;Регистар за педофилија има во цел цивилизиран западен свет.;silver;train;DXuZ7HwEV_1.mp4;8.1;12.26;4.16
clips/dxuz7hwev_1_000005.wav;Значи регистар на педофилија донесе претходната влада на ВМРО ДПМНЕ,;silver;train;DXuZ7HwEV_1.mp4;12.48;16.6;4.12
clips/dxuz7hwev_1_000006.wav;СДСМ дојде ја укина. Не само што ја укина.;silver;train;DXuZ7HwEV_1.mp4;16.6;19.4;2.8
clips/dxuz7hwev_1_000007.wav;Туку имаа една позиција дека тоа не било кривично дело од побуди,;silver;train;DXuZ7HwEV_1.mp4;19.84;27.13;7.29
clips/dxuz7hwev_1_000008.wav;туку било психичка состојба, па дури во заштитени групи дел ги ставаа.;silver;train;DXuZ7HwEV_1.mp4;27.29;33.07;5.78
clips/dxuz7hwev_1_000009.wav;Они ултра хардкор, беа хардкор левичари.;silver;train;DXuZ7HwEV_1.mp4;33.15;36.13;2.98
clips/dxuz7hwev_1_000010.wav;Тоа беа групи кои што беа ултра радикални.;silver;train;DXuZ7HwEV_1.mp4;36.19;39.85;3.66
clips/dxuz7hwev_1_000011.wav;Дури вршија притисоци, текнува дека дава пари за...;silver;train;DXuZ7HwEV_1.mp4;39.93;44.27;4.34
clips/dxuz7hwev_1_000012.wav;како се викаше, за лубриканти.;silver;train;DXuZ7HwEV_1.mp4;44.27;46.61;2.34
clips/dxuz7hwev_1_000013.wav;Една препорака до ова владеачко мнозинство.;silver;train;DXuZ7HwEV_1.mp4;46.79;51.23;4.44
clips/dxuz7hwev_1_000014.wav;Законот назад регистар на педофили.;silver;train;DXuZ7HwEV_1.mp4;51.87;54.03;2.16
clips/dxuz7hwev_1_000015.wav;Као у цел свет;silver;train;DXuZ7HwEV_1.mp4;54.03;55.29;1.26
clips/dyko2tygqid_000000.wav;Околу еден час изутрината ми кажа дека Ердоган, кој што до тогаш не се знаеше каде е,;gold;train;DYKO2TYgQId.mp4;0.0;5.92;5.92
clips/dyko2tygqid_000001.wav;дека ќе слета во делот, на транзитниот дел на аеродромот Кемал Ататурк во Турција.;silver;train;DYKO2TYgQId.mp4;6.02;11.66;5.64
