file_name,video,start,end,duration,whisper_text,corrected_text,was_edited
clips/do_hhbydme9_000016.wav,DO_hHbyDME9.mp4,47.54,49.52,1.98,"Ама како, инако ке се увериме во квалитет","Ама како, инако ке се увериме во квалитет",no
clips/do_hhbydme9_000017.wav,DO_hHbyDME9.mp4,49.52,51.66,2.14,Сија најдов веднаш има сичката која што ми се допадна,Си ја најдов веднаш масичката која ми се допадна,no
clips/do_hhbydme9_000018.wav,DO_hHbyDME9.mp4,51.66,54.72,3.06,"И да ви кажам искрено, во живо е сто пати поубава",И да ви кажам искрено во живо е сто пати поубава,no
clips/do_hhbydme9_000019.wav,DO_hHbyDME9.mp4,54.72,57.5,2.78,Исто и оваа софа која што многу ми се допадна на Ливниот сайт,Исто и оваа софа која многу ми се допадна на нивниот сајт,no
clips/do_hhbydme9_000020.wav,DO_hHbyDME9.mp4,57.5,59.74,2.24,"Евеја, пре добра",ЕЕве јаа предобраа,no
clips/do_hhbydme9_000021.wav,DO_hHbyDME9.mp4,59.74,62.58,2.84,"И како што можете да видите, аз со љубопитност се прегледам",И како што можете да видите јас со љубопитност се прегледав,no
clips/do_hhbydme9_000022.wav,DO_hHbyDME9.mp4,62.58,63.94,1.36,Што значи дека тестот е положен,Што значи дека тестот е положен,no
clips/do_hhbydme9_000023.wav,DO_hHbyDME9.mp4,63.94,65.48,1.54,и слободно можете да си го нараќате,и слободно може да си го нарачате,no
clips/do_hhbydme9_000024.wav,DO_hHbyDME9.mp4,65.48,67.92,2.44,вашиот омилен производ преку нивната вебстраница.,вашиот омилен производ преку нивната вебстраница.,no
clips/do_hhbydme9_000026.wav,DO_hHbyDME9.mp4,68.9,70.7,1.8,Пажем ви дали ти рекол да дојдеш.,Кажи ми дали ти реков да дојдеш,yes
clips/do_hhbydme9_000027.wav,DO_hHbyDME9.mp4,70.8,72.82,2.02,И тоа важи за сите кои што се прашувате,И тоа важи за сите кои што се прашувате,no
clips/do_hhbydme9_000028.wav,DO_hHbyDME9.mp4,72.82,74.02,1.2,истото прашање како Јелена.,истото прашање како Јелена.,no
clips/do_hhbydme9_000029.wav,DO_hHbyDME9.mp4,74.1,75.76,1.66,Најубавај да дојдете кај нас во салон,Најубаво е да дојдете кај нас во салон,no
clips/do_hhbydme9_000030.wav,DO_hHbyDME9.mp4,75.76,78.72,2.96,и да се уверите лично во квалитетот на нашите производи.,и да се уверите лично во квалитетот на нашите производи.,no
clips/do_hhbydme9_000033.wav,DO_hHbyDME9.mp4,81.38,83.4,2.02,Селектирајте ги вашите омилени производи,Селектирајте ги вашите омилени производи,no
clips/do_hhbydme9_000034.wav,DO_hHbyDME9.mp4,83.4,85.7,2.3,и направете си ја вашата нарачка онлайн,и направете си ја вашата нарачка онлајн,no
clips/do_hhbydme9_000035.wav,DO_hHbyDME9.mp4,85.7,86.74,1.04,без никаква грижа.,без никаква грижа.,no
clips/do_hhbydme9_000036.wav,DO_hHbyDME9.mp4,86.74,89.2,2.46,"Вие заслужувате сигурност, а вашето домудобност.",вие заслужувате сигурност а вашиот дом удобност,no
clips/dpmjfyljoad_000000.wav,DPmJfYLjOAd.mp4,0.24,1.26,1.02,Спремни за патување.,Спремни за патување.,no
clips/dpmjfyljoad_000001.wav,DPmJfYLjOAd.mp4,2.45,4.97,2.52,"Кога патувам во земјите кои што се во Шенген зоната,","Кога патувам во земјите кои што се во Шенген зоната,",no
clips/dpmjfyljoad_000002.wav,DPmJfYLjOAd.mp4,5.05,8.35,3.3,"јас како граѓанин кој што доаѓа од земја која што не е дел од Европската Унија,","јас како граѓанин кој што доаѓа од земја која што не е дел од Европската Унија,",no
clips/dpmjfyljoad_000003.wav,DPmJfYLjOAd.mp4,8.41,12.61,4.2,"мора да се регистрирам во нов систем, систем за влез и излез ЕЕС.","мора да се регистрирам во нов систем, систем за влез и излез ЕЕС.",no
clips/dpmjfyljoad_000004.wav,DPmJfYLjOAd.mp4,13.79,17.09,3.3,Регистрацијата е бесплатна и се прави само првиот пат кога поминувам граница.,Регистрацијата е бесплатна и се прави само првиот пат кога поминувам граница.,no
clips/dpmjfyljoad_000005.wav,DPmJfYLjOAd.mp4,17.17,18.45,1.28,А еве ја целата процедура.,А еве ја целата процедура.,no
clips/dpmjfyljoad_000006.wav,DPmJfYLjOAd.mp4,18.67,23.07,4.4,На граница прво се внесуваат податуците од мојот пасош во новиот систем.,На граница прво се внесуваат податоците од мојот пасош во новиот систем,no
clips/dpmjfyljoad_000007.wav,DPmJfYLjOAd.mp4,23.07,26.65,3.58,Така се создава мојата дигитална евиденција за влез и излез.,Така се создава мојата дигитална евиденција за влез и излез.,no
clips/dpmjfyljoad_000008.wav,DPmJfYLjOAd.mp4,26.89,31.41,4.52,"Второ, се прави фотографија која ќе се користи при секој мој следно патување.","Второ, се прави фотографија која ќе се користи при секое мое следно патување.",yes
clips/dpmjfyljoad_000009.wav,DPmJfYLjOAd.mp4,31.73,35.11,3.38,Трет и последен чекор се земаат отпечатација од прстите.,Трет и последен чекор се земаат отпечатоци од прстите.,yes
clips/dpmjfyljoad_000010.wav,DPmJfYLjOAd.mp4,35.35,39.69,4.34,"Толку. Веќе сум регистрирана, без хартија, без компликацији.","Толку. Веќе сум регистрирана, без хартија, без компликации.",yes
clips/dpmjfyljoad_000011.wav,DPmJfYLjOAd.mp4,39.79,47.11,7.32,"И тоа е се. Со ЕЕС, патувањето кон Шенген станува делогедно по-модерно и по-безбедно европско искусство.","И тоа е се. Со ЕЕС, патувањето кон Шенген станува делогедно по-модерно и по-безбедно европско искуство.",yes
clips/dpmjfyljoad_000012.wav,DPmJfYLjOAd.mp4,47.27,51.23,3.96,"Се се прави само едно, се е дигитално, се е безбедно и се е едноставно.","Се се прави само еднаш, се е дигитално, се е безбедно и се е едноставно.",yes
clips/dpmjfyljoad_000013.wav,DPmJfYLjOAd.mp4,51.23,54.13,2.9,А сега мислам дека може да се опуштиме и да оживаме во патувањето.,А сега мислам дека може да се опуштиме и да уживаме во патувањето.,yes
clips/dsxihk0cjej_000000.wav,DSxiHK0Cjej.mp4,0.08,3.72,3.64,"Замисли, секој ден до нова година да ти стигнуваат подароци вак.","Замисли, секој ден до нова година да ти стигнуваат подароци вака.",yes
clips/dsxihk0cjej_000001.wav,DSxiHK0Cjej.mp4,7.43,9.31,1.88,Не мораш ништо да замисловеш.,Не мораш ништо да замислуваш.,yes
clips/dsxihk0cjej_000002.wav,DSxiHK0Cjej.mp4,9.33,14.15,4.82,Само инсталираја Телеком МК апликацијата и отвори го на вогодишниот календар во магијаната момента.,Само инсталирај ја Телеком МК апликацијата и отвори го новогодишниот календар во магенда моментс.,yes
clips/dsxihk0cjej_000003.wav,DSxiHK0Cjej.mp4,14.23,17.71,3.48,Секој ден таа чека ново изненадување и подароци што стварно се бројат.,Секој ден те чека ново изненадување и подароци што стварно се бројат.,yes
clips/dsxihk0cjej_000004.wav,DSxiHK0Cjej.mp4,17.89,23.89,6.0,"Ваучери од Манго, Бос, Спорт Риалити, Дуки Дасо, значи кликаш, добиваш, шопинговаш.","Ваучери од Манго, Бос, Спорт Риалити, Дуки Дасо, значи кликаш, добиваш, шопинговаш.",no
clips/dsxihk0cjej_000005.wav,DSxiHK0Cjej.mp4,23.93,25.17,1.24,Без компликацији.,Без компликации.,yes
clips/dsxihk0cjej_000006.wav,DSxiHK0Cjej.mp4,25.29,27.75,2.46,"А ако сакаш нешто по-големо, го има и ова.","А ако сакаш нешто по-големо, го има и ова.",no
clips/dsxihk0cjej_000008.wav,DSxiHK0Cjej.mp4,32.67,35.33,2.66,"Цептер Терапи, Aeron, а главната награда,","Цептер Терапи, Air On, а главната награда,",yes
clips/dsxihk0cjej_000009.wav,DSxiHK0Cjej.mp4,35.39,38.39,3.0,"патување во Лапонија кај Дедом Рас, All Inclusive.","патување во Лапонија кај Дедо Мраз, All Inclusive.",yes
clips/dsxihk0cjej_000010.wav,DSxiHK0Cjej.mp4,38.47,40.63,2.16,Инсталираја Телеком МК апликацијата,Инсталирај ја Телеком МК апликацијата,yes
clips/dsxihk0cjej_000011.wav,DSxiHK0Cjej.mp4,40.63,43.75,3.12,и отвора изненадувања секој ден до 31. декем.,и отварај изненадувања секој ден до 31 декември.,yes
clips/dsxihk0cjej_000012.wav,DSxiHK0Cjej.mp4,43.81,45.83,2.02,Сите овие подарици се кријат тука.,Сите овие подарици се кријат тука.,no
clips/dzfplgqkvn3_000000.wav,DZfpLGQKvn3.mp4,0.0,3.42,3.42,Најлоша работа што можеш да кажеш на некој што сака добра слика е,Најлоша работа што можеш да кажеш на некој што сака добра слика е,no
clips/dzfplgqkvn3_000001.wav,DZfpLGQKvn3.mp4,3.42,4.88,1.46,само застани и позирай.,само застани и позирај,yes
clips/dzfplgqkvn3_000002.wav,DZfpLGQKvn3.mp4,5.06,9.44,4.38,Затоа што сите знаеме дека најдобрите фотки никогаш не изгледат наместено.,Затоа што сите знаеме дека најдобрите фотки никогаш не изгледат наместено.,no
clips/dzfplgqkvn3_000003.wav,DZfpLGQKvn3.mp4,9.52,13.3,3.78,"Тие се случуваат додека се движиш, додека не мислиш на камерата.","Тие се случуваат додека се движиш, додека не мислиш на камерата.",no
clips/dzfplgqkvn3_000005.wav,DZfpLGQKvn3.mp4,17.5,21.14,3.64,"Ти треба само миг, што трае доволно кратко за да биде реален момент","Ти треба само миг, што трае доволно кратко за да биде реален момент",no
clips/dzfplgqkvn3_000006.wav,DZfpLGQKvn3.mp4,21.14,23.82,2.68,и камера доволно брзо за да го фати истиот.,и камера доволно брзо за да го фати истиот.,no
clips/dzfplgqkvn3_000007.wav,DZfpLGQKvn3.mp4,23.94,29.42,5.48,"Ако си како мене и цел ден се снимаш, сликаш, скролаш, пак се снимаш,","Ако си како мене и цел ден се снимаш, сликаш, скролаш, пак се снимаш,",no
clips/dbirvuusrbw_000000.wav,DbIrVuUSRbW.mp4,0.0,4.62,4.62,"Ефче, некако застанавме кај тебе да ти дадаме малку простор да ни расскажеш за инфлуенсирството,","Ефче, некако застанавме кај тебе да ти дадаме малку простор да ни раскажеш за инфлуенсерството,",yes
clips/dbirvuusrbw_000001.wav,DbIrVuUSRbW.mp4,4.66,8.16,3.5,"колку во Македонија се сваке ова како сериозна професија, бирекла,","колку во Македонија се сфаќа ова како сериозна професија, би рекла,",yes
clips/dbirvuusrbw_000002.wav,DbIrVuUSRbW.mp4,8.26,14.28,6.02,"бидејќи и сериозно се заработува од истото и колку е важно да ја освоиш публиката,","бидејќи и сериозно се заработува од истото и колку е важно да ја освоиш публиката,",no
clips/dbirvuusrbw_000003.wav,DbIrVuUSRbW.mp4,14.38,16.82,2.44,да има доверба во тебе и во сите она кои што ти го презентираш.,да има доверба во тебе и во сето она кое што ти го презентираш.,yes
clips/dbirvuusrbw_000004.wav,DbIrVuUSRbW.mp4,17.38,21.72,4.34,Мене ми е многу мило што инфлуенсирството има голем подем периодов,Мене ми е многу мило што инфлуенсерството има голем подем периодов,yes
clips/dbirvuusrbw_000005.wav,DbIrVuUSRbW.mp4,21.72,25.7,3.98,"и гледам дека се повеќе и повеќе нови лица се појавуваат, што особено ми е мило","и гледам дека се повеќе и повеќе нови лица се појавуваат, што особено ми е мило",no
clips/dbirvuusrbw_000006.wav,DbIrVuUSRbW.mp4,25.7,30.44,4.74,и никако се поприфатливо е за луѓето да се биде инфлуенсер.,и некако се поприфатливо е за луќето да се биде инфлуенсер.,yes
clips/dbirvuusrbw_000007.wav,DbIrVuUSRbW.mp4,30.5,33.92,3.42,Мислам дека се уште има дел луѓето кои што не го свакат тоа,Мислам дека се уште има дел од луќето кои што не го сфаќаат тоа,yes
clips/dbirvuusrbw_000008.wav,DbIrVuUSRbW.mp4,33.92,37.72,3.8,"што всушност знаат, што само се снима, што не работа.",што всушност значи само да се снимаш. Тоа не е работа.,yes
clips/dbirvuusrbw_000009.wav,DbIrVuUSRbW.mp4,37.76,39.06,1.3,Се зборуваш сама со себе.,Си зборуваш сама со себе.,yes
clips/dbirvuusrbw_000010.wav,DbIrVuUSRbW.mp4,39.34,43.06,3.72,"Мислам, тоа е што сама ворит, затоа што најмногу можат","Мислам, тоа е сосема во ред, затоа што најмногу можат",yes
clips/dbirvuusrbw_000011.wav,DbIrVuUSRbW.mp4,43.06,46.34,3.28,да разберат ова професија луѓето кои што го работат тоа,да ја разберат оваа професија луќето кои што го работат тоа,yes
clips/dbirvuusrbw_000012.wav,DbIrVuUSRbW.mp4,46.34,48.84,2.5,или луѓето кои што се во близине и можат да го видат.,или луѓето кои што се во близина и можат тоа да го видат.,yes
clips/dbirvuusrbw_000014.wav,DbIrVuUSRbW.mp4,49.38,51.42,2.04,Затоа што јас верувам дека некоја друга професија,Затоа што јас верувам дека некоја друга професија,no
clips/dbirvuusrbw_000015.wav,DbIrVuUSRbW.mp4,51.42,53.54,2.12,"не би ја сватила дотолку, која ми е многу далечна,","не би ја сфатила доколку ми е многу далечна,",yes
clips/dbirvuusrbw_000016.wav,DbIrVuUSRbW.mp4,53.6,56.3,2.7,но мило ми е што се попривно им станува аналогијата,но мило ми е што се поприродно им станува на луѓето,yes
clips/dbirvuusrbw_000017.wav,DbIrVuUSRbW.mp4,56.3,58.82,2.52,да гледат инфлуенсери и да поддржуваат инфлуенсери.,да гледат инфлуенсери и да поддржуваат инфлуенсери.,no
clips/dbirvuusrbw_000018.wav,DbIrVuUSRbW.mp4,59.28,61.64,2.36,"Дефинитивно е многу важна конекцијата со публиката,","Дефинитивно е многу важна конекцијата со публиката,",no
clips/dbirvuusrbw_000019.wav,DbIrVuUSRbW.mp4,62.26,66.2,3.94,"особено, мислам, тоа е клучно за да бидеш успешен во таа работа,","особено, мислам, тоа е клучно за да бидеш успешен во таа работа,",no
clips/dbirvuusrbw_000020.wav,DbIrVuUSRbW.mp4,66.2,70.7,4.5,"да се запознат со тебе твојот карактер, да се поистоветат со тебе,","да се запознат со тебе твојот карактер, да се поистоветат со тебе,",no
clips/dbirvuusrbw_000021.wav,DbIrVuUSRbW.mp4,70.96,74.2,3.24,дори да бидеш на некој начин пример за тоа како треба некој работи,дури да бидеш на некој начин пример за тоа како треба некои работи,yes
clips/dbirvuusrbw_000022.wav,DbIrVuUSRbW.mp4,74.2,77.88,3.68,да ги прават и мене ми е мило што голем делот моите следбеници,да ги прават и мене ми е мило што голем дел од моите следбеници,yes
clips/dbirvuusrbw_000023.wav,DbIrVuUSRbW.mp4,77.88,80.58,2.7,"си знаат да ми пишат, леле, многу ти бава сукнјата сега,","знаат да ми пишат, леле, многу ти е убава суќната сега,",yes
clips/dbirvuusrbw_000024.wav,DbIrVuUSRbW.mp4,80.58,83.22,2.64,"например, ке одам јас да ја купам, а има попусти","на пример, ќе одам и јас да ја купам, а има попусти",yes
clips/dbirvuusrbw_000025.wav,DbIrVuUSRbW.mp4,83.22,85.14,1.92,"и се трудам и да ја вракам на тие пораки,","и се трудам и да враќам на тие пораки,",yes
clips/dbirvuusrbw_000026.wav,DbIrVuUSRbW.mp4,85.14,87.72,2.58,затоа што така се оддржува таа конекција,затоа што така се оддржува таа конекција,no
clips/dbirvuusrbw_000027.wav,DbIrVuUSRbW.mp4,87.72,90.62,2.9,"и си како кога доаѓа и тој промотивен делот,",и секако кога доаѓа и тој промотивен дел од,yes
clips/dbirvuusrbw_000028.wav,DbIrVuUSRbW.mp4,90.64,94.12,3.48,работата е многу по-природен кога веќе ти верува публиката.,работата е многу по-природен кога веќе ти верува публиката.,no
clips/ddovgsvavkw_000000.wav,DdOvgSVAvKw.mp4,0.0,3.58,3.58,"Смачено ти од класичен пилешки стек, имам вкусен и здрав предлог за тебе.","Смачено ти од класичен пилешки стек, имам вкусен и здрав предлог за тебе.",no
clips/ddovgsvavkw_000001.wav,DdOvgSVAvKw.mp4,3.78,8.7,4.92,"Најпрво, пилешкиот стек го чистиме од джилите и го сечеме обово на коцкички или лентички пожел.","Најпрво, пилешкиот стек го чистиме од жилите и го сечеме убаво на коцкички или лентички по желба",yes
clips/ddovgsvavkw_000002.wav,DdOvgSVAvKw.mp4,8.72,11.04,2.32,Самите бели меса се големи извори на протеини.,Самите бели меса се големи извори на протеини.,no
clips/ddovgsvavkw_000003.wav,DdOvgSVAvKw.mp4,11.16,13.3,2.14,"Протеините на нашето тело му се доста потрени,","Протеините на нашето тело му се доста потрени,",no
clips/ddovgsvavkw_000004.wav,DdOvgSVAvKw.mp4,13.32,16.16,2.84,"бидејќи тие самито чесуваат во многу метаболички процеси,","бидејќи тие самите учествуваат во многу метаболички процеси,",yes
clips/ddovgsvavkw_000005.wav,DdOvgSVAvKw.mp4,16.18,21.22,5.04,"како создавање на мускули, создавање на хормони, ензими, коски, кожа.","како создавање на мускули, создавање на хормони, ензими, коски, кожа.",no
clips/ddovgsvavkw_000006.wav,DdOvgSVAvKw.mp4,21.22,25.02,3.8,"Значи, секаде каде што ќе те текне во нашето тело, имаме није структури од протеини,","Значи, секаде каде што ќе те текне во нашето тело, имаме ние структури од протеини,",yes
clips/ddovgsvavkw_000007.wav,DdOvgSVAvKw.mp4,25.08,27.84,2.76,затоа тие се многу битни да ги внесуваме во изхраната.,затоа тие се многу битни да ги внесуваме во исхраната.,yes
clips/ddovgsvavkw_000008.wav,DdOvgSVAvKw.mp4,27.98,31.2,3.22,"И да, главната прашања, колку протеини јас требам дневно да внесувам?","И да, главното прашање, колку протеини јас треба дневно да внесувам?",yes
clips/ddovgsvavkw_000009.wav,DdOvgSVAvKw.mp4,31.26,35.44,4.18,Треба дневно да внесуваш од врлика грам и пол до два грама на телесна тежина.,Треба дневно да внесуваш одприлика грам и пол до два грама на телесна тежина.,yes
clips/ddovgsvavkw_000010.wav,DdOvgSVAvKw.mp4,35.62,39.66,4.04,"Ако земе, најлесно, ќе дам математички, ако една индивидуа има около 100 кг,","Ако земеме најлесно ќе дадам математички, ако една индивидуа има околу 100 килограми,",yes
clips/ddovgsvavkw_000011.wav,DdOvgSVAvKw.mp4,39.78,43.04,3.26,тој треба да внесува од 150 до 200 грама протеини дневно.,тој треба да внесува од 150 до 200 грама протеини дневно.,no
clips/ddovgsvavkw_000012.wav,DdOvgSVAvKw.mp4,43.04,45.92,2.88,"И како главна дзвезда, ќе го взем песто сосот.",И како главна ѕвезда ќе го земам песто сосот.,yes
clips/ddovgsvavkw_000013.wav,DdOvgSVAvKw.mp4,46.0,48.5,2.5,Ќе го направи пилешкото совершено.,Ќе го направи пилешкото совершено.,no
clips/ddovgsvavkw_000014.wav,DdOvgSVAvKw.mp4,48.68,51.26,2.58,"Трябва да внимавам, бидеќи песто сосот е доста калоричен,","Треба да внимаваме, бидејќи песто сосот е доста калоричен,",yes
clips/ddovgsvavkw_000015.wav,DdOvgSVAvKw.mp4,51.3,55.5,4.2,затоа ќе земе од прилика 2 лажички и ќе ставиме во самото пилешко месо.,затоа ќе земеме отприлика две лажички и ќе ставиме во самото пилешко месо.,yes
clips/ddovgsvavkw_000016.wav,DdOvgSVAvKw.mp4,55.6,59.64,4.04,"А самото песто е доста мрсно, така да нема дополнителна потреба од масло.","А самото песто е доста мрсно, така да нема дополнителна потреба од масло.",no
clips/ddovgsvavkw_000017.wav,DdOvgSVAvKw.mp4,59.8,63.7,3.9,"Потоа, компирите ги сечеме на коцки, ги ставаме исто тука до пилешкото,","Потоа, компирите ги сечеме на коцки, ги ставаме исто тука до пилешкото,",no
clips/ddovgsvavkw_000018.wav,DdOvgSVAvKw.mp4,63.8,65.58,1.78,ги зачинуваме и ги ставаме да се печат.,ги зачинуваме и ги ставаме да се печат.,no
clips/ddovgsvavkw_000019.wav,DdOvgSVAvKw.mp4,65.74,69.66,3.92,Оброкот е готов. Јам 250 гр. пилешки стек и 250 гр. компир.,"Оброкот е готов, Имам 250грама пилешки стек и 250 грама компир.",yes
clips/ddovgsvavkw_000020.wav,DdOvgSVAvKw.mp4,69.66,76.46,6.8,"Обрукот има 650 калории, скоро 90 грама протини, 50 грама јагле хидрати и само 10 грама масти.","Оброкот има 650 калории, скоро 90 грама протеини, 50 грама јаглехидрати и само 10 грама масти.",yes
clips/ddovgsvavkw_000021.wav,DdOvgSVAvKw.mp4,76.88,80.54,3.66,"Одличен, високопротински обрук кој ште ќе ти ги задоволи твоите потреби.","Одличен, високопротеински оброк кој што ќе ти ги задоволи твоите потреби.",yes
clips/ddovgsvavkw_000022.wav,DdOvgSVAvKw.mp4,80.62,83.9,3.28,"А тебе, ако ти се допла нова видео, стави лайк и заследи го на мојот профил.","А тебе, ако ти се допадна ова видео, стави лајк и заследи го мојот профил.",yes
clips/ddpdux0oimz_000000.wav,DdPDUX0OIMz.mp4,0.0,3.34,3.34,Ми спративте десетици пораки со едно мени од наша градинка.,Ми спративте десетици пораки со едно мени од наша градинка.,no
clips/ddpdux0oimz_000002.wav,DdPDUX0OIMz.mp4,4.14,7.9,3.76,"На менито има тортици, лепсокрем, банички, млеко со бисквити.","На менито има тортици, леб со крем, банички, млеко со бисквити.",yes
clips/ddpdux0oimz_000003.wav,DdPDUX0OIMz.mp4,8.0,12.14,4.14,И секојаш прашањето е како како нутриционист можеш да го прокоментираш ова.,И секогаш прашањето е како како нутриционист можеш да го прокоментираш ова.,yes
clips/ddpdux0oimz_000004.wav,DdPDUX0OIMz.mp4,12.24,14.92,2.68,"Нормално дека не се согласувам со изборот на маквата храна,","Нормално дека не се согласувам со изборот на ваквата храна,",yes
